Gene_A,Gene_B,posterior_edge
Cenpf,Nde1,0.5
Snap25,Stx1a,0.5
Snap25,Dnajc5,0.5
Snap25,Vamp2,0.5
Snap25,Syp,0.5
Prkaca,Prkaca,0.5
Prkaca,Prkar2a,0.5
Prkaca,Prkar2b,0.5
Prkaca,Pln,0.5
Prkaca,Pkia,0.5
Prkaca,Prkar1a,0.5
Camk2d,Camk2d,0.5000000000000001
Pdzd7,Pdzd7,0.5
Pdzd7,Fchsd2,0.5
Dpysl2,Dpysl2,0.49999999999999994
Cacng2,Cacng2,0.49999999999999994
Camk2a,Camk2a,0.5019254680772307
Camk2a,Grin1,0.5016377974128244
Camk2a,Grin2b,0.5029686066439376
Prkce,Src,0.7494930906042682
Prkce,Vim,0.551192389216683
Prkce,Gja1,0.551192389216683
Prkce,Ywhab,0.6563164271031847
Prkce,Ldb3,0.551192389216683
Gnao1,Rgs16,0.5
Gria1,Cnih2,0.5
Gria1,Gria1,0.5
Gria1,Gria2,0.5
Gria1,Cacng8,0.5
Gria2,Cnih2,0.5
Gria2,Gria2,0.5
Gria2,Cacng8,0.5
Gria2,Grip1,0.5000000000000001
Grin2a,Grin1,0.5005293032679357
Grin1,Psen1,0.5005293032679357
Grin1,Grin2b,0.5025250879714024
Pura,Fmr1,0.5
Ywhag,Ndel1,0.5055729057336855
Ywhae,Usp8,0.49999999999999994
Ywhae,Hdac7,0.49999999999999994
Kcnab2,Kcna2,0.5
Rab3a,Rph3a,0.49999999999999994
Rab3a,Rims2,0.5
Ywhaz,Ywhaz,0.5527317984420814
Ywhaz,Ksr1,0.5986215664980059
Ywhaz,Ndel1,0.5278108836602893
Ywhaz,Mlf1,0.5200351796197896
Ywhaz,Adam22,0.5200351796197897
Ywhah,Ywhah,0.49999999999999994
Ywhah,Numb,0.5
Grin2b,Dapk1,0.5100316779556715
Agap2,Tnik,0.525018634482964
Agap2,Cyfip1,0.503611680214336
Agap2,Cnksr2,0.5036116800568797
Agap2,Homer1,0.5036116803500308
Cyfip1,Wasf1,0.5005213806878879
Ddn,Wwc1,0.5000056779693058
Ddn,Magi2,0.5000262002796718
Dlg1,Cask,0.5
Synj1,Sh3gl2,0.5
Morc3,Morc3,0.6188737023204336
Aox3,Aox3,0.5
Tekt5,Tekt5,0.9996687527377544
Tekt5,Mns1,0.9933348172570315
Tekt5,Efhc2,0.9995815567622377
Tekt5,Cimip2a,0.9997507625022768
Tekt5,Dusp21,0.9818016567784049
Tekt5,Spmip9,0.9994219652879552
Tekt5,Nme7,0.9990667582649637
Mns1,Cfap107,0.9390727310324155
Mns1,Mns1,0.9870811724457855
Mns1,Efhb,0.9911356019027642
Efhc2,Saxo4,0.9993276348605572
Efhc2,Spmip5,0.9612758878365483
Efhc2,Ribc1,0.9959060970766827
Efhc2,Cimip2a,0.9996635522154362
Efhc2,Efhc1,0.9996860796861554
Efhc2,Spmip9,0.9993348123787149
Efhc2,Cimip2c,0.9960962810422064
Cimip2a,Saxo4,0.9994967545985357
Cimip2a,Spmip5,0.9614321196407593
Cimip2a,Cimip2a,0.9998327857269196
Cimip2a,Dusp21,0.9818807340475005
Cimip2a,Efhc1,0.9998553208275788
Cimip2a,Spmip9,0.9995039345476824
Cimip2a,Cimip2c,0.9962643063370319
Dusp21,Spmip9,0.9815636939249468
Spmip9,Spmip5,0.9611285331193967
Spmip9,Efhc1,0.9995264548219943
Spmip9,Cimip2c,0.9959378029402709
Nme7,Spag8,0.987558747861222
Nme7,Efhb,0.9968419907456485
Nme7,Cfap95,0.9864426749962976
Nme7,Cfap68,0.9169496067800417
Nme7,Cfap141,0.9728763933179141
Igk,Igk,0.7563833017703394
Igk,Igh-1a,0.7338051362418571
Igk,Ighg1,0.7338051362418571
Igh-1a,Igkc,0.7949818079301945
Igh-1a,Igh-1a,0.7132152966110112
Ighg1,Igkc,0.7949818079301945
Ighg1,Ighg1,0.7132152966110112
Kif14,Kif14,0.5
Efna5,Ephb2,0.5
Ephb2,Efnb2,0.5
Ephb2,Ephb2,0.5
Sec22b,Sec22b,0.5
Lgals9,Lgals9,0.5
Esrra,Esrra,0.5
Gtpbp1,H2-K1,0.6632463219589623
H2-K1,Cd8a,0.938965989395634
H2-K1,B2m,0.9616772313699289
H2-K1,H2-K1,0.9297246148612064
H2-K1,Insr,0.7152838636350068
H2-K1,Dpagt1,0.6632463219589623
H2-K1,TRADV16D,0.7579173779227888
H2-K1,Ndufa4,0.6632463219589623
H2-K1,Klra3,0.8814355066053772
H2-K1,Kctd20,0.7282877563994944
H2-K1,Rbm5,0.7282877563994944
H2-K1,Prpf19,0.6632463219589623
Pten,Uba52,0.6888730507354816
Uba52,Ikbkg,0.9976086027489253
Uba52,Rplp0,0.8617611375293126
Uba52,Mdm2,0.993885334753809
Uba52,Rpl9,0.9745943932057578
Uba52,Uba52,0.9971242759440646
Uba52,Traf6,0.9984090185855266
Uba52,Notch1,0.7749694979703634
Uba52,Traf3,0.9780362973757837
Uba52,Sqstm1,0.9628558502202865
Uba52,Prkn,0.7080568891377732
Endog,Endog,0.5
Raet1b,Raet1b,0.5
Raet1b,Klrk1,0.5
Klrk1,Klrk1,0.5
Raet1c,Raet1c,0.5
Mlx,Mlxip,0.5
Map3k4,Axin1,0.6118309121046561
Axin1,Axin1,0.7943503957498148
Axin1,Lrp6,0.6170381494473716
Axin1,Map3k1,0.6118309121046561
Axin1,Ppp2ca,0.6170381478186066
Axin1,Dab2,0.6462970941746012
Axin1,Ctnnb1,0.8755458754917312
Axin1,Tnks,0.646297094174601
Axin1,Lrp5,0.6118309121046561
Axin1,Gsk3b,0.82320930144002
Sema3a,Sema3a,0.5000000000000001
Sema3a,Plxna2,0.5000000000000001
Sema3a,Nrp1,0.5
Sema3a,Plxna4,0.5
Plxna2,Sema6a,0.5
Plxna2,Plxna2,0.5000000000000001
Plxna2,Nrp1,0.5
Nrp1,Flt1,0.5
Nrp1,Plxna4,0.49999999999999994
Nrp1,Gipc1,0.5
Plxna4,Sema6a,0.49999999999999994
F2rl2,F2,0.5
F2,F2rl3,0.5
F2,F2,0.5
Barx2,Atf2,0.5280181486742404
Barx2,Creb1,0.5972825107447103
Atf2,Mapk14,0.5288150604154668
Creb1,Ppargc1a,0.7201535258426761
Creb1,Crebbp,0.8358229641243807
Creb1,Creb1,0.7274858690723456
Mstn,Mstn,0.5
Tnfrsf11b,Tnfsf11,0.533153402182939
Tnfsf11,Tnfsf11,0.587257572002985
Tnfsf11,Tnfrsf11a,0.6755522090707098
Bak1,Bak1,0.550253509850015
Bak1,Bcl2a1,0.6011045589703452
Bak1,Mfn2,0.5190937561883632
Bcl2a1,Bid,0.5772855546462501
Bcl2a1,Bcl2a1,0.7034113015209613
Bcl2a1,Bmf,0.6087654470234595
Bcl2a1,Bbc3,0.635364313179217
Ogg1,Ogg1,0.5
Prss12,Prss12,0.5
Clock,Clock,0.9774041590348892
Clock,Per2,0.9851372965575097
Clock,Cry1,0.9834777423684015
Clock,Cipc,0.7372916073071641
Clock,Sirt1,0.896770119477165
Clock,Cry2,0.9807336932993976
Clock,Bmal1,0.9796833759209156
Per2,Per1,0.978858583480262
Per2,Per2,0.9929956977897398
Per2,Cry1,0.9913092616379846
Per2,Fbxl3,0.92979062760996
Per2,Csnk1e,0.904607198275248
Per2,Cry2,0.9885207636289837
Per2,Bmal1,0.9874534328906962
Cry1,Per1,0.9772205074678749
Cry1,Cry1,0.9896285944349379
Cry1,Fbxl21,0.8824149264128514
Cry1,Fbxl3,0.9283204029095489
Cry1,Timeless,0.8808472557894732
Cry1,Bmal1,0.9857859556790093
Cipc,Cipc,0.6179447347342912
Sirt1,Ppargc1a,0.7650600601670526
Sirt1,Ppara,0.6752161741946521
Sirt1,Pparg,0.6252896930335369
Sirt1,Ncor1,0.733852259690328
Sirt1,Bmal1,0.8986643743533923
Cry2,Per1,0.9745119722562811
Cry2,Fbxl21,0.8802444742268711
Cry2,Fbxl3,0.9258894074368686
Cry2,Cry2,0.9840864485564527
Cry2,Bmal1,0.9830288060057152
Bmal1,Crebbp,0.9888152505090849
Bmal1,Epas1,0.7636571580311272
Bmal1,Hif1a,0.7636571843286606
Dctn1,Cep290,0.5
Cep290,Kif3a,0.5
Cep290,Ccp110,0.5
Cep290,Pcm1,0.5
Prkcsh,Ganab,0.5
Ganab,Ganab,0.5
Prdx4,Prdx4,0.5
Diaph1,Diaph1,0.5003986463864607
Diaph1,Ppfia3,0.5001674108746548
Diaph1,Cdc42,0.5007344965150176
Diaph1,Pfn2,0.5002030731360274
Ppfia3,Ptprd,0.5000443366131417
Cdc42,Pak1,0.5033414621643012
Pfn2,Actb,0.5000443547629676
Pfn2,Vasp,0.5000393044561152
Pfn2,Pfn2,0.50010344681396
Pik3r2,Pik3cb,0.5418015615170756
Pik3cb,Pik3r1,0.7213753198024174
Pik3cb,Pik3cb,0.6100189573070328
Galnt1,Galnt1,0.5
Aip,Hsp90ab1,0.52639204314443
Aip,Ahr,0.534601929511
Hsp90ab1,Nr3c1,0.5244288191404455
Hsp90ab1,Hsp90ab1,0.5343952183461793
Hsp90ab1,Ahr,0.5450946868424295
Hsp90ab1,Chordc1,0.5130683581233838
Hsp90ab1,Ptges3,0.5130683581233838
Ahr,Ahr,0.5591224850195685
Ahr,Arnt,0.5856603533718978
Cyth3,Cyth3,0.5
Mras,Mras,0.5
Ncoa3,Carm1,0.5534885669916133
Carm1,Ncoa2,0.5792688815901704
Carm1,Carm1,0.6407784720013556
Snap23,Vamp2,0.5
Vamp2,Stx1a,0.5
Vamp2,Syp,0.5
Psmb1,Psmb1,0.998179864541247
Psmb1,Psmb10,0.9971447930457872
Psmb1,Psmb5,0.9798040863669516
Psmb1,Psmb8,0.9902414704403533
Psmb1,Psmb7,0.9898914129367125
Psmb1,Psmb4,0.9944857525169324
Psmb1,Psmb3,0.9981747395802345
Psmb1,Psma1,0.9972905123510128
Psmb1,Psma5,0.9948594474049173
Psmb10,Psmb8,0.9892228925971635
Psmb10,Psmb9,0.9777103708216067
Psmb10,Psma2,0.9972088281317922
Psmb10,Psmb4,0.9934583563016869
Psmb10,Psma6,0.9934762401070926
Psmb10,Psma4,0.9972075958486304
Psmb10,Psmb3,0.9971396787329391
Psmb5,Psmb3,0.9797991504443836
Psmb5,Psmb2,0.9714502736129006
Psmb5,Psma7,0.9764721125362029
Psmb5,Psma5,0.9766061455751837
Psmb8,Psmb3,0.9902364271445447
Psmb8,Psmb2,0.9817059336146055
Psmb8,Psma7,0.9868370147538177
Psmb8,Psma5,0.9869739634709807
Psmb7,Psma2,0.9899545137459722
Psmb7,Psmb4,0.9862587615833616
Psmb7,Psmb6,0.9701877227838
Psmb7,Psma6,0.9862763844626945
Psmb7,Psmb3,0.9898863732420753
Psmb4,Psma3,0.9909159709599984
Psmb4,Psmb9,0.9751552777082169
Psmb4,Psmb6,0.9745972756109655
Psmb4,Psma1,0.9936029950665776
Psmb3,Psma2,0.9982389073292299
Psmb3,Psma4,0.9982376724931182
Psmb3,Psmb2,0.9895010775346207
Psmb3,Psma1,0.9972853965390961
Psma1,Psma3,0.9937004827285351
Psma1,Psma2,0.9973545662064959
Psma1,Psma4,0.9973533335621365
Psma1,Psma7,0.9938371049697218
Psma1,Psma5,0.9939760228333262
Psma5,Psma2,0.9949231881253637
Psma5,Psma4,0.9949219615069359
Psma5,Psma7,0.9914229224241966
Gata2,Tal1,0.6487078828712416
Tal1,Hdac1,0.9358405653340943
Tal1,Cbfa2t3,0.6487078828712416
Tal1,Cbfa2t2,0.6487078828712416
Tal1,Myb,0.7762113496918496
Tal1,Tcf3,0.8959670240847769
Tal1,Gata1,0.7710128514932686
Tal1,Tal1,0.8914662202930417
Tal1,Lmo2,0.6945409007416
Tal1,Lyl1,0.6487078828712416
Tal1,Ldb1,0.6945409163080096
Tal1,Erg,0.6487078828712416
Hdac1,Zbtb7a,0.684360538021125
Hdac1,Nfkb1,0.9889962309393984
Hdac1,Sox2,0.9579084466470842
Hdac1,Hdac2,0.9456960060493526
Hdac1,Sin3a,0.9482963057883106
Hdac1,Ezh2,0.8482502243991245
Hdac1,Kdm1a,0.8466110748308923
Hdac1,Rcor1,0.7761852719417186
Hdac1,Satb2,0.7922510276927094
Hdac1,Mta2,0.8949990259704954
Nfkb1,Hdac3,0.6872267230923604
Nfkb1,Il6,0.9091591852702358
Nfkb1,Bcl2,0.9748825168403745
Nfkb1,Rel,0.9831778180206048
Nfkb1,Nfkb1,0.992776532907278
Nfkb1,Il12b,0.9837064945045104
Nfkb1,Relb,0.923126840729228
Nfkb1,Nfkbiz,0.6872267230923604
Sox2,Pou5f1,0.9388323021412781
Sox2,Hdac2,0.9205875290647029
Sox2,Sin3a,0.9230413397948686
Sox2,Chd4,0.8517829115456762
Sox2,Xpo4,0.7147794987372061
Hdac2,Sin3a,0.9117588066368563
Hdac2,Kdm1a,0.81836122826959
Hdac2,Mta2,0.8628054156509911
Sin3a,Sap30,0.6573527946239739
Sin3a,Sap25,0.6573527946239739
Sin3a,Trp53,0.9276527549985939
Sin3a,Ncor1,0.762077881075508
Sin3a,Suds3,0.6573527946239739
Sin3a,Hbp1,0.6573527946239739
Sin3a,Mecp2,0.6671098180783632
Ezh2,Dnmt1,0.6242259669900933
Ezh2,Rbbp4,0.594959771090326
Ezh2,Rbbp7,0.594959771090326
Ezh2,Jarid2,0.6833939556454813
Ezh2,Suz12,0.6833939556454813
Ezh2,Eed,0.6978474073939998
Ezh2,Aebp2,0.6486696495642521
Kdm1a,Rcor1,0.6972794936726447
Satb2,Mta2,0.737898150616907
Mta2,Chd4,0.8034534707342943
Lhb,Egr1,0.5
Egr1,Egr1,0.5
Egr1,Srf,0.5
Map2k3,Mapk14,0.5167185814087389
Mapk14,Mapk14,0.5440022936525254
Mapk14,Mapkapk2,0.5167185814087389
Mapk14,Tab1,0.576795255601527
Ndufb11,mt-Nd2,0.9999170794408471
Ndufb11,Mtnd4,0.9999178008802156
Ndufb11,Mtnd5,0.999930295793501
Ndufb11,Ndufb6,0.999568894281064
Ndufb11,Ndufs2,0.9999317489060896
Ndufb11,Ndufa10,0.9995765968721623
Ndufb11,Ndufc2,0.9998601070629082
Ndufb11,Ndufb4,0.9999006539388069
Ndufb11,Ndufb5,0.9999289344328226
Ndufb11,Ndufb9,0.999767016186327
Ndufb11,Ndufb8,0.9997684830262333
Ndufb11,Ndufb10,0.9995790200434627
mt-Nd2,mt-Nd3,0.9999709494448916
mt-Nd2,Mtnd4l,0.9918029973096634
mt-Nd2,Mtnd4,0.9999712702501263
mt-Nd2,Mtnd5,0.9999837664998218
mt-Nd2,Mtnd6,0.9999144625487255
mt-Nd2,Ndufs2,0.9999852197678298
mt-Nd2,Ndufa10,0.9996300297481469
mt-Nd2,Ndufs5,0.9996356699643211
mt-Nd2,Ndufc2,0.9999135702621005
mt-Nd2,Ndufb5,0.9999824049935372
mt-Nd2,Ndufc1,0.991219694258652
mt-Nd2,Ndufa11,0.9992378723661698
mt-Nd2,Ndufa8,0.9998254060748917
Mtnd4,Mtnd5,0.9999844880354276
Mtnd4,Ndufb1,0.9962758884144961
Mtnd4,Ndufs2,0.9999859413055331
Mtnd4,Ndufa10,0.999630750773269
Mtnd4,Ndufc2,0.9999142916964049
Mtnd4,Ndufb4,0.9999548429675686
Mtnd4,Ndufb5,0.9999831265271784
Mtnd4,Ndufb9,0.9998211907288104
Mtnd4,Ndufb8,0.9998226577277215
Mtnd4,Ndufa11,0.9992385928253624
Mtnd4,Ndufa8,0.9998261273819647
Mtnd4,Ndufb10,0.9996331742072402
Mtnd5,Mtnd4l,0.9918159991496006
Mtnd5,Cox7a2,0.9981724848003732
Mtnd5,Ndufb6,0.9996355348934475
Mtnd5,Ndufs2,0.9999984379219159
Mtnd5,Ndufb2,0.9908871892474486
Mtnd5,Ndufb4,0.9999673388066814
Mtnd5,Ndufb5,0.9999956230732088
Mtnd5,Ndufb9,0.9998336832274277
Mtnd5,Ndufb3,0.9811574144267575
Mtnd5,Ndufab1,0.998146982195159
Mtnd5,Ndufb7,0.9914629959827063
Mtnd5,Ndufb8,0.9998351502630051
Mtnd5,Ndufa11,0.9992510707625655
Mtnd5,Ndufb10,0.9996456620065848
Ndufb6,Ndufb2,0.9905323250311313
Ndufb6,Ndufb4,0.9996059105157095
Ndufb6,Ndufb5,0.9996341743354328
Ndufb6,Ndufb9,0.9994723515565823
Ndufb6,Ndufab1,0.9977868698469056
Ndufb6,Ndufb7,0.99110771551351
Ndufb6,Ndufb8,0.999473817531634
Ndufb6,Ndufb10,0.9992844662569952
Ndufs2,Mtnd1,0.9999907595520854
Ndufs2,mt-Nd3,0.9999856204908846
Ndufs2,Mtnd4l,0.9918174286769279
Ndufs2,Ndufs6,0.9959757212607107
Ndufs2,Ndufa12,0.999657753065275
Ndufs2,Ndufs8,0.9999933196364617
Ndufs2,Ndufs1,0.9999550326496918
Ndufs2,Ndufa10,0.9996446907902616
Ndufs2,Ndufa5,0.9963006337785861
Ndufs2,Ndufa6,0.9998453990240056
Ndufs2,Ndufs4,0.9999558041821371
Ndufs2,Ndufb8,0.9998366030990409
Ndufs2,Ndufa11,0.999252521900898
Ndufs2,Ndufs7,0.9998435956024331
Ndufs2,Ndufs3,0.9998415056737016
Ndufs2,Ndufa13,0.9998989130516082
Ndufs2,Ndufa7,0.999832452877676
Ndufa10,mt-Nd3,0.9996304301865275
Ndufa10,Mtnd6,0.9995739817623486
Ndufa10,Cox6a2,0.9977473847194435
Ndufa10,Ndufa5,0.9959480612926187
Ndufa10,Ndufc2,0.9995730900834405
Ndufa10,Ndufc1,0.9908851352884389
Ndufc2,Ndufb1,0.9962186148979504
Ndufc2,Ndufs5,0.9995787296568351
Ndufc2,Ndufb4,0.9998971448753596
Ndufc2,Ndufb5,0.9999254251708597
Ndufc2,Ndufc1,0.9911637130665241
Ndufc2,Ndufa11,0.9991809773931523
Ndufc2,Ndufa8,0.9997684441443848
Ndufc2,Ndufb10,0.9995755132377314
Ndufb4,Uqcr10,0.996162327041053
Ndufb4,Uqcrq,0.9999355872256436
Ndufb4,Ndufb9,0.9998040471010836
Ndufb4,Uqcrfs1,0.9999523293542197
Ndufb4,Uqcrc1,0.9998930684384589
Ndufb4,Ndufb8,0.9998055140496774
Ndufb4,Ndufa11,0.9992214691804651
Ndufb4,Ndufb10,0.9996160370283902
Ndufb5,Mtnd6,0.9999263174786445
Ndufb5,Ndufb1,0.9962869408589209
Ndufb5,Ndufs5,0.9996475182829758
Ndufb5,Ndufa3,0.9983331974124332
Ndufb5,Ndufb9,0.9998323221298353
Ndufb5,Ndufab1,0.9981456256906236
Ndufb5,Ndufa11,0.9992497112514855
Ndufb5,Ndufa8,0.9998372588929326
Ndufb5,Ndufb10,0.999644301420993
Ndufb5,Ndufa13,0.9998960987631977
Ndufb9,Cox7a2,0.9980097793026119
Ndufb9,Ndufb3,0.9810002661317304
Ndufb9,Ndufab1,0.9979842850266696
Ndufb9,Uqcrc1,0.9997594327138005
Ndufb9,Ndufb8,0.999671901730813
Ndufb8,Ndufb2,0.9907283034684176
Ndufb8,Ndufab1,0.9979857466341752
Ndufb8,Ndufb7,0.991303923831931
Ndufb8,Ndufb10,0.999483941366922
Ndufb10,Ndufb1,0.9959395756037873
Ndufb10,Ndufb7,0.9911176697762681
Ptgds,Ptgds,0.5
Ntn1,Dscam,0.5
Epha8,Sash1,0.5
Nfatc2ip,Nfatc2ip,0.5
Rpl21,Rpl7,0.9821507476771135
Rpl21,Rpl18,0.98634335507009
Rpl21,Rpl29,0.9707939063666581
Rpl21,Rpl5,0.9724949977240013
Rpl21,Rpl18a,0.9864172146644197
Rpl21,Rpl10l,0.9023684225674835
Rpl21,Rpl10,0.9023684225674835
Rpl7,Rpl18,0.9851325698031729
Rpl7,Rpl6,0.9868765233285708
Rpl7,Rpl29,0.9696218325228592
Rpl7,Rpl18a,0.9852062455189571
Rpl7,Rpl4,0.9897379821765634
Rpl18,Rpl27a,0.9877679492991195
Rpl18,Rpl28,0.9513928612990297
Rpl18,Rpl29,0.973705493030334
Rpl18,Rpl13,0.983766821769986
Rpl18,Rpl4,0.9939965653989002
Rpl29,Rpl6,0.975408368524564
Rpl29,Rpl5,0.9602169917978173
Rpl5,Mdm2,0.976056128629028
Rpl5,Rpl10l,0.8933287634445785
Rpl5,Rpl10,0.8933287634445785
Rpl5,Rpl11,0.9328663735734922
Rpl18a,Rpl35a,0.9490734314485191
Rpl18a,Rpl13a,0.9767641366151351
Rpl18a,Rpl9,0.9709408406340602
Rpl18a,Rpl10l,0.9049183218525187
Rpl18a,Rpl10,0.9049183218525187
Rpl18a,Rpl14,0.9492284105143473
Smad6,Bmpr1b,0.5
Smad6,Peli1,0.5
Ddt,Ddt,0.5
Psmd4,Ubc,0.5000000000001046
Ubc,Psmd14,0.5000000000001046
Ubc,Tnk2,0.5000000000001046
Ubc,Nipsnap2,0.5000000000001046
Ubc,Ikbkg,0.9985710711593719
Ubc,Psmc3,0.5000000000001046
Ubc,Tom1,0.5000000000001046
Ubc,Stam2,0.5000000000001841
Ubc,Ubc,0.9990491989897161
Ubc,Psmd3,0.5000000000001046
Ubc,Psmd7,0.5000000000001046
Ubc,Plaa,0.5000000000001046
Ubc,Eps15,0.6634870190893077
Ubc,Psmc2,0.5000000000001046
Ubc,Brcc3,0.7750160950711681
Ubc,Psmc4,0.5000000000001555
Ubc,Usp5,0.5000000000001046
Ubc,Ube2k,0.5000000000001046
Ubc,Psmc1,0.5000000000001046
Ubc,Stam,0.5000000000001046
Ubc,Ufd1,0.5000000000001934
Ubc,Nbr1,0.5000000000001046
Ubc,Vcp,0.5000000000002736
Ubc,Abraxas2,0.5000000000001046
Ubc,Cblb,0.7375182817462728
Ubc,Psmd1,0.5000000000001046
Ubc,Babam1,0.7896444489929944
Ubc,Tax1bp1,0.6869388169151442
Ubc,Tab3,0.5000000000001046
Ubc,Usp13,0.5000000000001046
Ubc,Tom1l2,0.5000000000001046
Ubc,Uimc1,0.8284948491563289
Ubc,Tnfaip3,0.9920216615806006
Ubc,Eps15l1,0.5000000000001046
Ubc,Map3k7,0.9755496094477522
Ubc,Sqstm1,0.9637511002862349
Ubc,Mysm1,0.5000000000001046
Ubc,N4bp1,0.5000000000001046
Ubc,Ankrd13d,0.5000000000001046
Ubc,Poli,0.5000000000001046
Ubc,Ubfd1,0.5000000000001046
Ubc,Huwe1,0.5000000000001046
Ubc,Usp8,0.5000000000001595
Ubc,Ankrd13a,0.5000000000001046
Ubc,Epn1,0.5000000000001046
Ubc,Cfap36,0.5000000000001555
Ubc,Epn2,0.5000000000001046
Ubc,Babam2,0.818635692437703
Ubc,Cuedc1,0.5000000000001046
Ubc,Psmd2,0.5000000000001046
Ubc,Sharpin,0.6407235773754114
Ubc,Vps36,0.5000000000001046
Ubc,Wrnip1,0.5000000000001046
Ubc,Ubxn1,0.5000000000001046
Ubc,Rnf31,0.7413848443254408
Ubc,Tab2,0.7344449719950114
Ubc,Hgs,0.5000000000001594
Ubc,Atxn3,0.5000000000001046
Ubc,Nsfl1c,0.5000000000001934
Ubc,Mycbp,0.5000000000001046
Ubc,Adrm1,0.5000000000001046
Ubc,Rabgef1,0.5000000000001046
Ubc,Tollip,0.5000000000001046
Ubc,Uchl1,0.5000000000001046
Ubc,Rbck1,0.6824585230537471
Ubc,Tnip1,0.7445526270647301
Ubc,Itsn2,0.5000000000001046
Ubc,Hdac6,0.6236827652814017
Ebi3,Ebi3,0.6330794425259691
Ebi3,Il27ra,0.5725463865790884
Ebi3,Il12a,0.7169967410034213
Ebi3,Il27,0.585421859426754
Il27ra,Il27,0.5465665253674965
Il12a,Rel,0.9094300405345458
Il12a,Irf1,0.8723174852655903
Il12a,Il12b,0.9098780247469046
Il12a,Il12rb2,0.6828140431406285
Il27,Il27,0.554831113877714
Tnfrsf11a,Tnfrsf11a,0.8531908738940379
Tnfrsf11a,Traf2,0.9085269664369463
Tnfrsf11a,Traf5,0.7330156427401104
Tnfrsf11a,Traf6,0.9201052830895653
Smad7,Smad7,0.5
Aoah,Aoah,0.5
Traf2,Tnfrsf1a,0.9822514884851627
Traf2,Cd40,0.8971236229085358
Traf2,Traf1,0.6795357793173344
Traf2,Tnfrsf4,0.6795357793173344
Traf2,Ube2n,0.8176218634246376
Traf2,Tank,0.948563694551735
Traf2,Tnfaip3,0.9787717692619347
Traf2,Map3k7,0.9627433010890415
Traf5,Traf5,0.6537307268530286
Traf5,Srsf1,0.5584097589699657
Traf5,Traf3ip2,0.6426912257804169
Traf6,Ikbkg,0.9988945970598966
Traf6,Myd88,0.9954032012718965
Traf6,Cd40,0.9083787503151127
Traf6,Ube2n,0.8266237820558594
Traf6,Traf6,0.9996970814503907
Traf6,Irf7,0.8902266794380097
Traf6,Nlrx1,0.6890366762236021
Traf6,Trafd1,0.6890366762236021
Traf6,Tnfaip3,0.9923409375281004
Traf6,Map3k3,0.6890366762236021
Traf6,Map3k7,0.9758581965771316
Traf6,Irak1,0.9412422016765934
Traf6,Sqstm1,0.964052031288891
Traf6,Cyld,0.8193561265292355
Traf6,Ticam1,0.9000392081432823
Traf6,Traf3ip2,0.7572588565126421
Traf6,Rnf11,0.8287544580255175
Traf6,Ecsit,0.6890366762236021
Hs3st1,Hs3st1,0.5
Sult3a1,Sult3a1,0.5
Pld3,Pld3,0.5
Agxt,Agxt,0.5
Sema6a,Sema6a,0.49999999999999994
Azin1,Azin1,0.5
Crygs,Crygs,0.5
Rabep1,Rabgef1,0.5
Daxx,Fas,0.6271332916517086
Daxx,Dmap1,0.54439466350946
Fas,Casp8,0.5998109934842721
Fas,Fas,0.6383288598750689
Fas,Ube2i,0.5591869317884345
Fas,Fadd,0.6622904566208652
Dmap1,Ruvbl1,0.506408861205177
Zfpm1,Gata1,0.5712869792409477
Gata1,Spi1,0.7941338065672254
Gata1,Brd3,0.5712869792409477
Mdm4,Mdm2,0.8191423523249471
Mdm2,Mdm2,0.9906674964155795
Mdm2,Ccng1,0.8015276014569462
Mdm2,Trp53,0.9654791813701104
Mdm2,Cdkn2a,0.9175024796953744
Mdm2,Rpl11,0.9461521384368237
Lrp6,Mesd,0.523130644116804
Map3k1,Map2k4,0.5161429991895039
Ppp2ca,Igbp1,0.5176813420163491
Ppp2ca,Ppp2r1a,0.5231306360474193
Dab2,Dab2,0.5727121147889458
Ctnnb1,Axin2,0.6776232920899626
Ctnnb1,Cdh1,0.7326745057246314
Ctnnb1,Cdh2,0.7326744882018136
Ctnnb1,Ctnna1,0.7326744882018136
Ctnnb1,Lef1,0.6776232920899626
Ctnnb1,Nr5a1,0.7616208844798501
Ctnnb1,Irs1,0.9682365699847113
Ctnnb1,Crebbp,0.987375689918923
Ctnnb1,Tnik,0.6776232933025561
Ctnnb1,Ctnnb1,0.9791388312544493
Ctnnb1,Pecam1,0.6776232920899626
Ctnnb1,Tcf4,0.6776232920899626
Ctnnb1,Klf4,0.6776232920899626
Ctnnb1,Ctnna2,0.7326745057246313
Ctnnb1,Apc,0.7925834543889133
Ctnnb1,Tcf7l2,0.6776232920899626
Ctnnb1,Ctnnbip1,0.6776232920899626
Ctnnb1,Csnk1e,0.8988804258825303
Ctnnb1,Gsk3b,0.9123654047318859
Tnks,Tnks,0.5727121147889456
Gsk3b,Akt1,0.7939101982031374
Gsk3b,Apc,0.7518086339841344
Gsk3b,Gsk3b,0.8548976119812519
Nr1i3,Nr1i3,0.5
Neu1,Neu1,0.5
Hap1,Ahi1,0.5
Mrps12,Mrps17,0.5
Mrps12,Mrps25,0.5
Mrps17,Mrps26,0.5
Mrps17,Mrps5,0.5
Mrps17,Mrps25,0.5
Mrps17,Mrps15,0.5
Mrps17,Mrps34,0.5
Mrps25,Mrps26,0.5
Mrps25,Mrps5,0.5
