Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality	in_pdb_source
P06537	P11499	Nr3c1	Hsp90ab1	11751894:0019:LC:binary|9178755:0096:LC:binary|9261129:0096:LC:binary	10090	True	False
P06537	Q61026	Nr3c1	Ncoa2	20850457:0114:LC:binary|8643509:0018:LC:binary	10090	True	True
P06683	P06683	C9	C9	30111885:0114:LC:binary	10090	True	True
P06684	P06684	C5	C5	24914981:0114:LC:binary|25901944:0114:LC:binary	10090	True	True
P06745	P06745	Gpi	Gpi	15342241:0114:LC:binary|16375918:0114:LC:binary	10090	True	True
P06802	P06802	Enpp1	Enpp1	23027977:0114:LC:binary|23041369:0007:LC:binary|23041369:0114:LC:binary|32726585:0114:LC:binary	10090	True	True
P06804	P06804	Tnf	Tnf	10089307:0114:LC:binary|15299938:0114:LC:binary|33495441:0114:LC:binary	10090	True	True
P06804	P25118	Tnf	Tnfrsf1a	11448951:0096:LC:binary|11448951:0107:LC:binary|18022363:0006:LC:binary	10090	True	False
P06804	Q04207	Tnf	Rela	16413922:0007:LC:binary|17785847:0007:LC:binary|19285436:0007:LC:binary|19662631:0007:LC:binary|20221401:0007:LC:binary|20534538:0007:LC:binary|20685965:0007:LC:binary|21098092:0007:LC:binary|21131967:0007:LC:binary|21725320:0007:LC:binary|21825016:0007:LC:binary|22388040:0007:LC:binary	10090	True	False
P06869	P06869	Plau	Plau	28611361:0114:LC:binary|30707839:0114:LC:binary	10090	True	True
P06869	P35456	Plau	Plaur	20133942:0114:LC:binary	10090	True	True
P06876	P22091	Myb	Tal1	19346495:0007:LC:binary|21186366:0007:LC:binary	10090	True	False
P06876	P45481	Myb	Crebbp	15019774:0114:LC:binary|15308626:0096:LC:binary|16253272:0114:LC:binary|30232260:0114:LC:binary	10090	True	True
P07141	P07141	Csf1	Csf1	19017797:0114:LC:binary|22902366:0067:LC:binary|22902366:0114:LC:binary	10090	True	True
P07141	P09581	Csf1	Csf1r	19017797:0065:LC:binary|19017797:0071:LC:binary|19017797:0114:LC:binary|22153499:0065:LC:binary	10090	True	True
P07309	P07309	Ttr	Ttr	18006495:0114:LC:binary	10090	True	True
P07351	P23611	Ifna4	Irf8	17702615:0007:LC:binary|18055870:0007:LC:binary	10090	True	False
P07356	P07356	Anxa2	Anxa2	23415230:0114:LC:binary	10090	True	True
P07356	P08207	Anxa2	S100a10	12660155:0019:LC:binary|23415230:0006:LC:binary	10090	True	False
P07607	P07607	Tyms	Tyms	24995339:0114:LC:binary|33946210:0114:LC:binary|PDB_3IHI:0114:LC:binary|PDB_4E5O:0114:LC:binary|PDB_4EIN:0114:LC:binary|PDB_5FCT:0114:LC:binary|PDB_6GKO:0114:LC:binary|PDB_6GYJ:0114:LC:binary|PDB_6Y08:0114:LC:binary	10090	True	True
P07750	P23772	Il4	Gata3	15963784:0007:LC:binary|21131966:0007:LC:binary	10090	True	False
P07750	P52633	Il4	Stat6	12244176:0007:LC:binary|20620946:0007:LC:binary	10090	True	False
P07750	Q60591	Il4	Nfatc2	15516924:0007:LC:binary|15684054:0007:LC:binary	10090	True	False
P07750	Q64287	Il4	Irf4	18962896:0007:LC:binary|19592658:0007:LC:binary	10090	True	False
P07901	Q9D1P4	Hsp90aa1	Chordc1	15642353:0007:LC:binary|15642353:0096:LC:binary|23184943:0096:LC:binary	10090	True	False
P07901	Q9R000	Hsp90aa1	Itgb1bp2	18474241:0006:LC:binary|18474241:0007:LC:binary|18474241:0107:LC:binary|18474241:0411:LC:binary|23184943:0096:LC:binary	10090	True	False
P08046	P08046	Egr1	Egr1	11427887:0114:LC:binary|12818197:0114:LC:binary|20211142:0018:HT:binary|9501172:0114:LC:binary	10090	True	True
P08046	Q9JM73	Egr1	Srf	15749018:0007:LC:binary|19417216:0007:LC:binary	10090	True	False
P08074	P08074	Cbr2	Cbr2	8805511:0114:LC:binary	10090	True	True
P08103	P08103	Hck	Hck	15067085:0423:LC:binary|19234535:0423:LC:binary	10090	True	False
P08103	P22682	Hck	Cbl	10799548:0415:LC:binary|12032836:0047:LC:binary	10090	True	False
P08113	Q9DAU1	Hsp90b1	Cnpy3	20865800:0007:LC:binary|20865800:0096:LC:binary|22223641:0007:LC:binary	10090	True	False
P08152	Q61127	Egr2	Nab2	16675951:0018:LC:binary|21836637:0018:LC:binary	10090	True	False
P08228	P08228	Sod1	Sod1	20727846:0114:LC:binary|23583391:0055:LC:binary	10090	True	True
P08505	P15307	Il6	Rel	17182554:0007:LC:binary|19270711:0007:LC:binary	10090	True	False
P08505	P25799	Il6	Nfkb1	15241416:0007:LC:binary|17982049:0007:LC:binary	10090	True	False
P08505	Q04207	Il6	Rela	15241416:0007:LC:binary|15536134:0007:LC:binary|16166627:0007:LC:binary|16413922:0007:LC:binary|16931600:0007:LC:binary|17982049:0007:LC:binary|19285436:0007:LC:binary|20221401:0007:LC:binary|20534538:0007:LC:binary|21098092:0007:LC:binary|21131967:0007:LC:binary	10090	True	False
P08505	Q60765	Il6	Atf3	19270711:0007:LC:binary|20351107:0007:LC:binary	10090	True	False
P08551	Q62108	Nefl	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P08775	Q62093	Polr2a	Srsf2	18641664:0006:LC:binary|23663783:0006:LC:binary|23663783:0007:LC:binary	10090	True	False
P08775	Q99J95	Polr2a	Cdk9	18641664:0006:LC:binary|20593818:0096:LC:binary	10090	True	False
P08882	P08882	Gzmc	Gzmc	19299505:0114:LC:binary	10090	True	True
P09021	Q60954	Hoxa5	Meis1	15617687:0018:LC:binary|20211142:0397:HT:binary	10090	True	False
P09022	P41778	Hoxa1	Pbx1	19115252:0096:LC:binary|20211142:0018:HT:binary|20211142:0397:HT:binary|22745600:0809:LC:binary	10090	True	False
P09023	P41778	Hoxb6	Pbx1	20211142:0018:HT:binary|20211142:0397:HT:binary|22745600:0809:LC:binary	10090	True	False
P09041	P09041	Pgk2	Pgk2	18004764:0114:LC:binary	10090	True	True
P09055	P26039	Itgb1	Tln1	21947080:0055:LC:binary|21947080:0096:LC:binary|30333137:0096:LC:binary	10090	True	False
P09055	Q8CIB5	Itgb1	Fermt2	21947080:0055:LC:binary|25808491:0096:LC:binary|30333137:0096:LC:binary	10090	True	False
P09405	P35922	Ncl	Fmr1	10567518:0019:LC:binary|28671696:0006:LC:binary	10090	True	False
P09528	P09528	Fth1	Fth1	11591653:0397:HT:binary|30102720:0114:LC:binary|32647824:0114:LC:binary|33984504:0114:LC:binary|36578473:0114:LC:binary|36755111:0114:LC:binary|37592181:0114:LC:binary|PDB_3WNW:0114:LC:binary|PDB_6S61:0114:LC:binary|PDB_8RQB:0114:LC:binary	10090	True	True
P09542	P51667	Myl3	Myl2	37914933:0114:LC:binary	10090	True	True
P09542	Q91Z83	Myl3	Myh7	37914933:0114:LC:binary	10090	True	True
P09581	Q8R1R4	Csf1r	Il34	22579672:0114:LC:binary	10090	True	True
P09631	P41778	Hoxa9	Pbx1	12923056:0114:LC:binary|20211142:0397:HT:binary|22745600:0809:LC:binary	10090	True	False
P09631	Q60954	Hoxa9	Meis1	15617687:0018:LC:binary|16087734:0018:LC:binary|20211142:0397:HT:binary	10090	True	False
P09632	P41778	Hoxb8	Pbx1	20211142:0018:HT:binary|20211142:0397:HT:binary|22745600:0809:LC:binary	10090	True	False
P09632	Q60954	Hoxb8	Meis1	15617687:0018:LC:binary|20211142:0397:HT:binary	10090	True	False
P09793	P09793	Ctla4	Ctla4	11052947:0114:LC:binary|PDB_5E5M:0114:LC:binary	10090	True	True
P09803	P09803	Cdh1	Cdh1	10202138:0114:LC:binary|14526082:0114:LC:binary|20190754:0028:LC:binary|20190754:0071:LC:binary|20190754:0107:LC:binary|20190754:0114:LC:binary|20190755:0028:LC:binary|21300292:0028:LC:binary|21300292:0114:LC:binary|21572446:0028:LC:binary|21572446:0114:LC:binary|8598933:0114:LC:binary	10090	True	True
P09803	Q02248	Cdh1	Ctnnb1	10085258:0096:LC:binary|10477752:0007:LC:binary|11348595:0114:LC:binary|12874278:0018:LC:binary|14691142:0006:LC:binary|15897873:0019:LC:binary|16293619:0065:LC:binary|16293619:0107:LC:binary|20837657:0096:LC:binary|21730140:0006:LC:binary|25873176:0006:LC:binary|9298899:0114:LC:binary	10090	True	True
P09813	P09813	Apoa2	Apoa2	38199491:0114:LC:binary	10090	True	True
P09838	P09838	Dntt	Dntt	27499438:0114:LC:binary	10090	True	True
P0C0S6	P0C0S6	H2az1	H2az1	11101893:0114:LC:binary|34643712:0114:LC:binary	10090	True	True
P0C192	P0C192	Lrrc4b	Lrrc4b	21946559:0114:LC:binary	10090	True	True
P0C872	P0C872	Jmjd7	Jmjd7	PDB_4QU2:0114:LC:binary	10090	True	True
P0CB42	P0CB42	Alkbh1	Alkbh1	32051560:0114:LC:binary	10090	True	True
P0CG50	P0CG50	Ubc	Ubc	18758443:0114:LC:binary|19536136:0114:LC:binary|19927120:0114:LC:binary|24787148:0114:LC:binary|25686088:0114:LC:binary|25799058:0114:LC:binary	10090	True	True
P0CG50	P14685	Ubc	Psmd3	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	P26516	Ubc	Psmd7	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	P27612	Ubc	Plaa	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	P42567	Ubc	Eps15	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	P46471	Ubc	Psmc2	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	P46737	Ubc	Brcc3	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	P54775	Ubc	Psmc4	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	P56399	Ubc	Usp5	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	P61087	Ubc	Ube2k	25471371:0415:LC:binary|28190767:0096:LC:binary	10090	True	False
P0CG50	P62192	Ubc	Psmc1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	P70297	Ubc	Stam	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	P70362	Ubc	Ufd1	12411482:0096:LC:binary|28190767:0096:LC:binary	10090	True	False
P0CG50	P97432	Ubc	Nbr1	19427866:0096:LC:binary|28190767:0096:LC:binary	10090	True	False
P0CG50	Q01853	Ubc	Vcp	12411482:0096:LC:binary|16810319:0096:LC:binary|28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q3TCJ1	Ubc	Abraxas2	22974638:0018:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q3TTA7	Ubc	Cblb	17182860:0096:LC:binary|28190767:0096:LC:binary	10090	True	False
P0CG50	Q3TXS7	Ubc	Psmd1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q3UI43	Ubc	Babam1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q3UKC1	Ubc	Tax1bp1	18239685:0096:LC:binary|28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q571K4	Ubc	Tab3	19136968:0096:LC:binary|19927120:0114:LC:binary|28190767:0096:LC:binary	10090	True	True
P0CG50	Q5BKP2	Ubc	Usp13	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q5SRX1	Ubc	Tom1l2	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q5U5Q9	Ubc	Uimc1	19536136:0114:LC:binary|28190767:0096:LC:binary	10090	True	True
P0CG50	Q60769	Ubc	Tnfaip3	23602765:0096:LC:binary|28190767:0096:LC:binary	10090	True	False
P0CG50	Q60902	Ubc	Eps15l1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q62073	Ubc	Map3k7	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q64337	Ubc	Sqstm1	21715324:0096:LC:binary|21715324:0114:LC:binary|28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q69Z66	Ubc	Mysm1	26474655:0415:LC:binary|28190767:0096:LC:binary	10090	True	False
P0CG50	Q6A037	Ubc	N4bp1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q6PD24	Ubc	Ankrd13d	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q6R3M4	Ubc	Poli	20929865:0096:LC:binary|20929865:0114:LC:binary|20944239:0114:LC:binary	10090	True	False
P0CG50	Q78JW9	Ubc	Ubfd1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q7TMY8	Ubc	Huwe1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q80U87	Ubc	Usp8	16810319:0415:LC:binary|24533902:0096:LC:binary	10090	True	False
P0CG50	Q80UP5	Ubc	Ankrd13a	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q80VP1	Ubc	Epn1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q8C6E0	Ubc	Cfap36	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q8CHU3	Ubc	Epn2	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q8K3W0	Ubc	Babam2	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q8R3V6	Ubc	Cuedc1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q8VDM4	Ubc	Psmd2	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q91WA6	Ubc	Sharpin	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q91XD6	Ubc	Vps36	17057714:0096:LC:binary|17057714:0114:LC:binary|28190767:0096:LC:binary	10090	True	False
P0CG50	Q91XU0	Ubc	Wrnip1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q922Y1	Ubc	Ubxn1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q924T7	Ubc	Rnf31	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q99K90	Ubc	Tab2	19136968:0096:LC:binary|19927120:0114:LC:binary|28190767:0096:LC:binary	10090	True	True
P0CG50	Q99LI8	Ubc	Hgs	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q9CVD2	Ubc	Atxn3	16432517:0096:LC:binary|16432517:0114:LC:binary|28190767:0096:LC:binary	10090	True	False
P0CG50	Q9CZ44	Ubc	Nsfl1c	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q9EQS3	Ubc	Mycbp	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q9JKV1	Ubc	Adrm1	18497817:0018:LC:binary|18497817:0096:LC:binary|28190767:0096:LC:binary	10090	True	False
P0CG50	Q9JM13	Ubc	Rabgef1	28190767:0096:LC:binary|29360040:0096:LC:binary	10090	True	False
P0CG50	Q9QZ06	Ubc	Tollip	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q9R0P9	Ubc	Uchl1	12913066:0096:LC:binary|28190767:0096:LC:binary	10090	True	False
P0CG50	Q9WUB0	Ubc	Rbck1	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q9WUU8	Ubc	Tnip1	28190767:0096:LC:binary|31247202:0114:LC:binary	10090	True	True
P0CG50	Q9Z0R6	Ubc	Itsn2	28190767:0096:LC:binary|29676259:0096:LC:binary	10090	True	False
P0CG50	Q9Z2V5	Ubc	Hdac6	16810319:0096:LC:binary|28190767:0096:LC:binary	10090	True	False
P0DN34	Q9CQ54	Ndufb1	Ndufc2	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
P0DN34	Q9CQH3	Ndufb1	Ndufb5	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
P0DN34	Q9DCJ5	Ndufb1	Ndufa8	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
P0DN34	Q9DCS9	Ndufb1	Ndufb10	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
P0DOV1	P0DOV1	Mnda	Mnda	PDB_8IDX:0114:LC:binary	10090	True	True
P0DOV2	P0DOV2	Ifi204	Ifi204	33619523:0114:LC:binary	10090	True	True
P0DP26	P0DP26	Calm1	Calm1	16625208:0114:LC:binary|17151196:0114:LC:binary|23382982:0114:LC:binary|36490350:0114:LC:binary|38331992:0114:LC:binary	10090	True	True
P0DP26	Q99104	Calm1	Myo5a	17151196:0114:LC:binary|36490350:0114:LC:binary|PDB_4ZLK:0114:LC:binary	10090	True	True
P0DP26	Q9QUQ5	Calm1	Trpc4	33326749:0114:LC:binary	10090	True	True
P0DP43	Q8C0X7	Catspere	Slco6c1	34225353:0114:LC:binary	10090	True	True
P10085	P10085	Myod1	Myod1	20211142:0018:HT:binary|8181063:0114:LC:binary	10090	True	True
P10085	P15806	Myod1	Tcf3	20211142:0018:HT:binary|35810596:0114:LC:binary	10090	True	True
P10085	P15806-2	Myod1	Tcf3	15572127:0019:LC:binary|15719023:0019:LC:binary	10090	True	False
P10085	P41136	Myod1	Id2	20211142:0018:HT:binary|21209940:0090:LC:binary	10090	True	False
P10085	Q62158	Myod1	Trim27	16005295:0096:LC:binary|16007160:0096:LC:binary	10090	True	False
P10085	Q8BUN5	Myod1	Smad3	20211142:0018:HT:binary|22036565:0006:LC:binary	10090	True	False
P10126	Q62108	Eef1a1	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P10148	P51683	Ccl2	Ccr2	8631787:0096:LC:binary|8662823:0096:LC:binary|8662823:0405:LC:binary	10090	True	False
P10148	Q04207	Ccl2	Rela	12682245:0007:LC:binary|17507908:0007:LC:binary|20404154:0007:LC:binary|20685965:0007:LC:binary|21825016:0007:LC:binary	10090	True	False
P10287	P10287	Cdh3	Cdh3	25253890:0114:LC:binary	10090	True	True
P10417	P25799	Bcl2	Nfkb1	16982684:0007:LC:binary|18987666:0007:LC:binary	10090	True	False
P10417	P53566	Bcl2	Cebpa	18987666:0007:LC:binary|21813505:0007:LC:binary	10090	True	False
P10417	Q04207	Bcl2	Rela	16982684:0007:LC:binary|18987666:0007:LC:binary|21813505:0007:LC:binary	10090	True	False
P10417	Q07813	Bcl2	Bax	16839884:0018:LC:binary|20621101:0006:LC:binary|7609638:0018:LC:binary|7609638:0019:LC:binary|8631771:0018:LC:binary	10090	True	False
P10417	Q61337	Bcl2	Bad	14668867:0019:LC:binary|16839884:0018:LC:binary	10090	True	False
P10493	Q05793	Nid1	Hspg2	11574465:0114:LC:binary|9431988:0107:LC:binary	10090	True	True
P10518	P10518	Alad	Alad	11591653:0018:HT:binary|11591653:0397:HT:binary|PDB_2Z0I:0114:LC:binary|PDB_2Z1B:0114:LC:binary	10090	True	True
P10637	P10637	Mapt	Mapt	37798679:0114:LC:binary	10090	True	True
P10648	P10648	Gsta2	Gsta2	12549910:0114:LC:binary	10090	True	True
P10749	Q04207	Il1b	Rela	18566416:0007:LC:binary|22388040:0007:LC:binary	10090	True	False
P10810	P10810	Cd14	Cd14	15644310:0114:LC:binary	10090	True	True
P10852	P10852	Slc3a2	Slc3a2	32463547:0114:LC:binary	10090	True	True
P10855	P10855	Ccl3	Ccl3	26671708:0114:LC:binary	10090	True	True
P10889	P10889	Cxcl2	Cxcl2	22686371:0114:LC:binary|9622482:0114:LC:binary	10090	True	True
P10889	P35343	Cxcl2	Cxcr2	15723811:0405:LC:binary|7636264:0405:LC:binary	10090	True	False
P10889	Q04207	Cxcl2	Rela	15226358:0007:LC:binary|16166627:0007:LC:binary|21825016:0007:LC:binary	10090	True	False
P11103	P70677	Parp1	Casp3	18041763:0415:LC:binary|19759058:0435:LC:binary	10090	True	False
P11416	Q60974	Rara	Ncor1	7566114:0018:LC:binary|9774688:0018:LC:binary	10090	True	False
P11416	Q8CBD1	Rara	Nrip1	20211142:0018:HT:binary|9774688:0018:LC:binary	10090	True	False
P11440	P15864	Cdk1	H1-2	11380680:0415:LC:binary|11641775:0415:LC:binary	10090	True	False
P11440	P24860	Cdk1	Ccnb1	10559244:0096:LC:binary|12121977:0096:LC:binary|12124778:0019:LC:binary|12124778:0096:LC:binary|19553603:0415:LC:binary|23108051:0006:LC:binary|9247342:0096:LC:binary|9371520:0019:LC:binary	10090	True	False
P11440	P43275	Cdk1	H1-1	7604037:0415:LC:binary|8226784:0415:LC:binary|9247342:0415:LC:binary	10090	True	False
P11440	P51943	Cdk1	Ccna2	16007079:0019:LC:binary|19592082:0006:LC:binary|8226784:0096:LC:binary|9371520:0019:LC:binary	10090	True	False
P11440	Q61457	Cdk1	Ccne1	16007079:0019:LC:binary|17700700:0006:LC:binary|19592082:0006:LC:binary	10090	True	False
P11499	P11499	Hsp90ab1	Hsp90ab1	36649707:0114:LC:binary	10090	True	True
P11499	P30561	Hsp90ab1	Ahr	36649707:0114:LC:binary|8828811:0019:LC:binary	10090	True	True
P11499	Q9D1P4	Hsp90ab1	Chordc1	15642353:0007:LC:binary|15642353:0018:LC:binary|15642353:0096:LC:binary|16083881:0018:LC:binary	10090	True	False
P11499	Q9R0Q7	Hsp90ab1	Ptges3	36649707:0114:LC:binary	10090	True	True
P11531	Q61234	Dmd	Snta1	11571312:0019:LC:binary|16857187:0096:LC:binary|24952909:0006:LC:binary|28581497:0006:LC:binary|9214383:0019:LC:binary|9864373:0019:LC:binary	10090	True	False
P11531	Q61235	Dmd	Sntb2	16857187:0096:LC:binary|9214383:0019:LC:binary	10090	True	False
P11531	Q99L88	Dmd	Sntb1	16857187:0096:LC:binary|9214383:0019:LC:binary	10090	True	False
P11531	Q9D2N4	Dmd	Dtna	24952909:0006:LC:binary|9214383:0019:LC:binary|9732287:0019:LC:binary	10090	True	False
P11609	P11609	Cd1d1	Cd1d1	16007091:0114:LC:binary|16314439:0114:LC:binary|18295796:0114:LC:binary|21389252:0114:LC:binary|21666690:0114:LC:binary|22195564:0114:LC:binary|22820602:0114:LC:binary|29576533:0114:LC:binary|9219685:0114:LC:binary|PDB_4Y2D:0114:LC:binary|PDB_4Y4F:0114:LC:binary|PDB_4Y4H:0114:LC:binary	10090	True	True
P11610	P11610	Cd1d2	Cd1d2	29351991:0114:LC:binary	10090	True	True
P11798	P11798	Camk2a	Camk2a	12769848:0114:LC:binary|PDB_6TS3:0114:LC:binary	10090	True	True
P11798	P35438	Camk2a	Grin1	10862698:0019:LC:binary|22234183:0006:LC:binary	10090	True	False
P11798	Q01097	Camk2a	Grin2b	16710293:0006:LC:binary|20141836:0006:LC:binary|22234183:0006:LC:binary|24725413:0006:LC:binary|31914378:0096:LC:binary	10090	True	False
P11798	Q62108	Camk2a	Dlg4	19455133:0006:LC:binary|19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P11859	P11859	Agt	Agt	20927107:0114:LC:binary	10090	True	True
P11881	P11881	Itpr1	Itpr1	28416699:0114:LC:binary	10090	True	True
P11911	P15530	Cd79a	Cd79b	36228656:0114:LC:binary	10090	True	True
P11911	P15806	Cd79a	Tcf3	19345119:0007:LC:binary|20543837:0007:LC:binary	10090	True	False
P12023	P12023	App	App	20573181:0028:LC:binary|36611124:0114:LC:binary	10090	True	True
P12023	P68500	App	Cntn5	34958801:0114:LC:binary	10090	True	True
P12023	P97318	App	Dab1	10460257:0096:LC:binary|11517249:0018:LC:binary|12826668:0114:LC:binary	10090	True	False
P12023	P98084	App	Apba2	11517249:0096:LC:binary|20925061:0006:LC:binary	10090	True	False
P12023	Q9DBR4	App	Apbb2	11517249:0018:LC:binary|18650440:0114:LC:binary	10090	True	True
P12023	Q9EPU5	App	Tnfrsf21	25838500:0114:LC:binary	10090	True	True
P12023	Q9WVI9	App	Mapk8ip1	11517249:0018:LC:binary|11517249:0019:LC:binary|11517249:0096:LC:binary|11724784:0019:LC:binary|11912189:0019:LC:binary	10090	True	False
P12367	P12367	Prkar2a	Prkar2a	10074940:0114:LC:binary|11985580:0077:LC:binary|11985580:0114:LC:binary|17081989:0114:LC:binary|24192038:0114:LC:binary|9295304:0114:LC:binary	10090	True	True
P12787	P19536	Cox5a	Cox5b	34616041:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
P12787	P19783	Cox5a	Cox4i1	34616041:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
P12787	Q9CPQ1	Cox5a	Cox6c	34616041:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
P12815	Q9WU78	Pdcd6	Pdcd6ip	10200558:0018:LC:binary|10200558:0019:LC:binary|17889823:0096:LC:binary	10090	True	False
P12960	P12960	Cntn1	Cntn1	36329006:0114:LC:binary	10090	True	True
P12960	Q62108	Cntn1	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P12970	P47964	Rpl7a	Rpl36	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P12970	P61358	Rpl7a	Rpl27	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P12970	P62751	Rpl7a	Rpl23a	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P12970	P62918	Rpl7a	Rpl8	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P12970	P97351	Rpl7a	Rps3a	34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P12970	Q9CZM2	Rpl7a	Rpl15	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P13297	P40764	Msx1	Dlx2	20211142:0018:HT:binary|9111364:0018:LC:binary	10090	True	False
P13405	P25322	Rb1	Ccnd1	15084261:0006:LC:binary|9191053:0415:LC:binary	10090	True	False
P13405	P30285	Rb1	Cdk4	11254678:0415:LC:binary|15158336:0415:LC:binary|8547220:0415:LC:binary	10090	True	False
P13405	P97377	Rb1	Cdk2	16102793:0415:LC:binary|18356301:0415:LC:binary	10090	True	False
P13405	Q00322	Rb1	Cebpd	20211142:0018:HT:binary|8946919:0096:LC:binary	10090	True	False
P13405	Q08775	Rb1	Runx2	11545733:0096:LC:binary|20211142:0018:HT:binary	10090	True	False
P13504	P22366	Il1r1	Myd88	10854325:0007:LC:binary|10854325:0019:LC:binary|15004556:0059:LC:binary|16477040:0006:LC:binary	10090	True	False
P13504	Q62406	Il1r1	Irak1	10854325:0007:LC:binary|11909531:0007:LC:binary|17337443:0007:LC:binary	10090	True	False
P13516	P13516	Scd1	Scd1	26098370:0114:LC:binary|32470559:0114:LC:binary	10090	True	True
P13745	P13745	Gsta1	Gsta1	11027134:0114:LC:binary	10090	True	True
