Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality	in_pdb_source
Q80YV3	Q9JHD2	Trrap	Kat2a	16494529:0006:LC:binary|20508642:0006:LC:binary|20946988:0007:LC:binary|20946988:0096:LC:binary	10090	True	False
Q80Z64	Q80Z64	Nanog	Nanog	18177668:0114:LC:binary|18436640:0007:LC:binary|18436640:0071:LC:binary	10090	True	True
Q80Z64	Q8BX22	Nanog	Sall4	17093407:0096:LC:binary|18436640:0007:LC:binary|19060217:0007:LC:binary|23892456:0007:LC:binary	10090	True	False
Q80Z64	Q99LI5	Nanog	Znf281	17093407:0007:LC:binary|17093407:0096:LC:binary|18436640:0007:LC:binary|23892456:0007:LC:binary	10090	True	False
Q80Z64	Q9CU65	Nanog	Zmym2	17093407:0096:LC:binary|18436640:0007:LC:binary|23892456:0007:LC:binary	10090	True	False
Q80Z64	Q9ER74	Nanog	Sall1	17093407:0096:LC:binary|23892456:0007:LC:binary	10090	True	False
Q80ZD8	Q80ZD8	Amigo1	Amigo1	21983541:0114:LC:binary	10090	True	True
Q80ZK0	Q8BJZ4	Mrps10	Mrps35	35676484:0114:LC:binary	10090	True	True
Q80ZK0	Q9CQV5	Mrps10	Mrps24	35676484:0114:LC:binary	10090	True	True
Q80ZK0	Q9CR88	Mrps10	Mrps14	35676484:0114:LC:binary	10090	True	True
Q80ZK0	Q9D7N3	Mrps10	Mrps9	35676484:0114:LC:binary	10090	True	True
Q80ZS3	Q8R2L5	Mrps26	Mrps18c	35676484:0114:LC:binary	10090	True	True
Q80ZS3	Q99N84	Mrps26	Mrps18b	35676484:0114:LC:binary	10090	True	True
Q80ZS3	Q9CPX7	Mrps26	Mrps16	35676484:0114:LC:binary	10090	True	True
Q80ZS3	Q9CQE3	Mrps26	Mrps17	35676484:0114:LC:binary	10090	True	True
Q80ZS3	Q9CXW2	Mrps26	Mrps22	35676484:0114:LC:binary	10090	True	True
Q80ZS3	Q9D125	Mrps26	Mrps25	35676484:0114:LC:binary	10090	True	True
Q80ZS3	Q9DC71	Mrps26	Mrps15	35676484:0114:LC:binary	10090	True	True
Q80ZS3	Q9JIK9	Mrps26	Mrps34	35676484:0114:LC:binary	10090	True	True
Q80ZV0	Q9CQ18	Rnaseh2b	Rnaseh2c	19923215:0114:LC:binary|21177854:0114:LC:binary	10090	True	True
Q80ZV0	Q9CWY8	Rnaseh2b	Rnaseh2a	19923215:0114:LC:binary|21177854:0114:LC:binary	10090	True	True
Q811G0	Q9CWF6	Bbs9	Bbs2	22139371:0029:LC:binary|22500027:0006:LC:binary	10090	True	False
Q811U5	Q811U5			17895381:0114:LC:binary	10090	True	True
Q812G0	Q812G0	Mgat4a	Mgat4a	35854001:0114:LC:binary	10090	True	True
Q860W6	Q860W6	H2-M10.4	H2-M10.4	16089503:0114:LC:binary	10090	True	True
Q8BFZ4	Q9R194	Fbxl21	Cry2	23452855:0006:LC:binary|23452855:0007:LC:binary|23452856:0007:LC:binary	10090	True	False
Q8BFZ4	Q9WTX5	Fbxl21	Skp1	23452855:0007:LC:binary|32937135:0090:LC:binary	10090	True	False
Q8BFZ4	Q9WTX6	Fbxl21	Cul1	23452855:0007:LC:binary|32937135:0090:LC:binary	10090	True	False
Q8BG40	Q8BG40	Katnb1	Katnb1	28436967:0114:LC:binary|31353241:0114:LC:binary	10090	True	True
Q8BG40	Q8CJ27	Katnb1	Aspm	28436967:0016:LC:binary|28436967:0028:LC:binary|28436967:0096:LC:binary|28436967:0114:LC:binary	10090	True	True
Q8BG40	Q9WV86	Katnb1	Katna1	22325007:0077:LC:binary|22325007:0096:LC:binary|28436967:0028:LC:binary|28436967:0096:LC:binary|28436967:0114:LC:binary|29395789:0114:LC:binary|31353241:0114:LC:binary	10090	True	True
Q8BG84	Q8BG84	Lair1	Lair1	PDB_4ESK:0114:LC:binary|PDB_4ETY:0114:LC:binary	10090	True	True
Q8BGG7	Q8BGG7	Ubash3b	Ubash3b	17679096:0114:LC:binary|20516590:0114:LC:binary	10090	True	True
Q8BGL3	Q8BGL3	Sult2a8	Sult2a8	PDB_7D1X:0114:LC:binary	10090	True	True
Q8BGN3	Q8BGN3	Enpp6	Enpp6	26888014:0114:LC:binary	10090	True	True
Q8BGT1	Q8BGT1	Flrt3	Flrt3	25374360:0114:LC:binary|26235031:0028:LC:binary	10090	True	True
Q8BGV8	Q8BGV8	Mief1	Mief1	24508339:0007:LC:binary|24508339:0114:LC:binary	10090	True	True
Q8BH43	Q8CBW3	Wasf2	Abi1	18044991:0006:LC:binary|20697350:0096:LC:binary	10090	True	False
Q8BH58	Q8BH58	Tiprl	Tiprl	29273778:0114:LC:binary	10090	True	True
Q8BH64	Q8BH64	Ehd2	Ehd2	17914359:0028:LC:binary|17914359:0065:LC:binary|17914359:0071:LC:binary|17914359:0114:LC:binary|24508342:0114:LC:binary	10090	True	False
Q8BH75	Q8BH75	Rnf41	Rnf41	17384230:0114:LC:binary	10090	True	True
Q8BHA3	Q8BHA3	Dtd2	Dtd2	29410408:0114:LC:binary	10090	True	True
Q8BHB9	Q8BHB9	Clic6	Clic6	29720717:0114:LC:binary	10090	True	True
Q8BHJ5	Q8BHJ5	Tbl1xr1	Tbl1xr1	28348241:0114:LC:binary	10090	True	True
Q8BHJ5	Q9Z2D6	Tbl1xr1	Mecp2	23770565:0006:LC:binary|23770565:0007:LC:binary|28348241:0114:LC:binary	10090	True	True
Q8BHK0	Q8BHK0	Pnma2	Pnma2	38301645:0114:LC:binary	10090	True	True
Q8BHN3	Q8BHN3	Ganab	Ganab	27462106:0114:LC:binary|34870992:0114:LC:binary	10090	True	True
Q8BHN3-2	Q8BHN3-2	Ganab	Ganab	34870992:0114:LC:binary	10090	True	True
Q8BHY3	Q8BHY3	Ano1	Ano1	28561733:0114:LC:binary|29236684:0114:LC:binary|29236691:0114:LC:binary|29236691:2339:LC:binary|33542223:0114:LC:binary|35589730:0114:LC:binary|37984335:0114:LC:binary	10090	True	True
Q8BJ34	Q8BJ34	Marf1	Marf1	30333187:0114:LC:binary	10090	True	True
Q8BJ56	Q8BVZ1	Pnpla2	Plin5	21148142:0055:LC:binary|21393244:0055:LC:binary	10090	True	False
Q8BJ56	Q9DBL9	Pnpla2	Abhd5	16679289:0096:LC:binary|21393244:0055:LC:binary|25961502:0006:LC:binary	10090	True	False
Q8BJK1	Q8BJK1	Kctd7	Kctd7	37450587:0114:LC:binary	10090	True	True
Q8BJL0	Q8BJL0	Smarcal1	Smarcal1	24821763:0114:LC:binary	10090	True	True
Q8BJQ4	Q9QUK6	Ticam2	Tlr4	19378012:0090:LC:binary|23023391:0006:LC:binary	10090	True	False
Q8BJS4	Q8BJS4	Sun2	Sun2	26688217:0071:LC:binary|26688217:0114:LC:binary	10090	True	True
Q8BJZ4	Q9CQV5	Mrps35	Mrps24	35676484:0114:LC:binary	10090	True	True
Q8BJZ4	Q9D2R8	Mrps35	Mrps33	35676484:0114:LC:binary	10090	True	True
Q8BJZ4	Q9D7N3	Mrps35	Mrps9	35676484:0114:LC:binary	10090	True	True
Q8BJZ4	Q9ER88	Mrps35	Dap3	35676484:0114:LC:binary	10090	True	True
Q8BK30	Q91VD9	Ndufv3	Ndufs1	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8BK30	Q91YT0	Ndufv3	Ndufv1	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8BK30	Q9CXZ1	Ndufv3	Ndufs4	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8BK30	Q9D6J6	Ndufv3	Ndufv2	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8BK72	Q99N84	Mrps27	Mrps18b	35676484:0114:LC:binary	10090	True	True
Q8BK72	Q9JIK9	Mrps27	Mrps34	35676484:0114:LC:binary	10090	True	True
Q8BKH7	Q9JLN9	Mapkap1	Mtor	18566586:0006:LC:binary|18566586:0007:LC:binary|21045808:0006:LC:binary|21045808:0029:LC:binary	10090	True	False
Q8BL48	Q8BL48	Unk	Unk	26641712:0114:LC:binary	10090	True	True
Q8BLQ9	Q8BLQ9	Cadm2	Cadm2	20739279:0114:LC:binary	10090	True	True
Q8BLU0	Q8BLU0	Flrt2	Flrt2	25374360:0114:LC:binary	10090	True	True
Q8BM92	Q8BM92	Cdh7	Cdh7	29742438:0114:LC:binary	10090	True	True
Q8BMB3	Q8BMB3	Eif4e2	Eif4e2	12054859:0114:LC:binary|9200613:0114:LC:binary	10090	True	False
Q8BMF8	Q8BMF8	Gldn	Gldn	26121352:0114:LC:binary	10090	True	True
Q8BND5	Q8BND5	Qsox1	Qsox1	22801504:0114:LC:binary|26819240:0114:LC:binary	10090	True	True
Q8BPB0	Q8BPB0	Mob1b	Mob1b	27335147:0114:LC:binary	10090	True	True
Q8BPB0	Q8BYR2	Mob1b	Lats1	27335147:0114:LC:binary	10090	True	True
Q8BPQ7	Q9R0M6	Sgsm1	Rab9a	25220469:0065:LC:binary|25220469:0071:LC:binary|25220469:0096:LC:binary|25220469:0114:LC:binary	10090	True	True
Q8BPZ8	Q8BPZ8	Abraxas1	Abraxas1	31253574:0114:LC:binary	10090	True	True
Q8BPZ8	Q8K3W0	Abraxas1	Babam2	31253574:0114:LC:binary	10090	True	True
Q8BR07	Q8BR07	Bicd1	Bicd1	25796327:0114:LC:binary	10090	True	True
Q8BR86	Q8BR86	Kirrel3	Kirrel3	34731636:0114:LC:binary	10090	True	True
Q8BRT1	Q8BRT1	Clasp2	Clasp2	26003921:0114:LC:binary	10090	True	True
Q8BS40	Q8BS40	Cptp	Cptp	23863933:0114:LC:binary	10090	True	True
Q8BTI9	Q8BTI9	Pik3cb	Pik3cb	24387221:0114:LC:binary	10090	True	True
Q8BTU1	Q9D9U9	Cfap20	Cfap45	37295417:0114:LC:binary	10090	True	True
Q8BTU1	Q9DAK2	Cfap20	Pacrg	37295417:0114:LC:binary|37865089:0114:LC:binary|37989994:0114:LC:binary	10090	True	True
Q8BU91	Q8BU91	Slc26a9	Slc26a9	31339488:0071:LC:binary|31339488:0114:LC:binary	10090	True	True
Q8BVM4	Q9R109	Azin2	Oaz3	16916800:0007:LC:binary|18973822:0007:LC:binary	10090	True	False
Q8BWP5	Q8BWP5	Ttpa	Ttpa	23599266:0114:LC:binary	10090	True	True
Q8BX09	Q8BX09	Rbbp5	Rbbp5	29897600:0114:LC:binary	10090	True	True
Q8BX09	Q91X20	Rbbp5	Ash2l	17500065:0006:LC:binary|17825402:0006:LC:binary|21335234:0006:LC:binary|21448134:0006:LC:binary|21477851:0071:LC:binary|26320581:0071:LC:binary|26320581:0096:LC:binary	10090	True	False
Q8BX09	Q99LT0	Rbbp5	Dpy30	21335234:0006:LC:binary|26320581:0096:LC:binary	10090	True	False
Q8BX22	Q8BX22	Sall4	Sall4	36635047:0114:LC:binary	10090	True	True
Q8BYM5	Q8BYM5	Nlgn3	Nlgn3	33758193:0114:LC:binary	10090	True	True
Q8BYM7	Q8BYM7	Rsph4a	Rsph4a	38191553:0114:LC:binary|PDB_7DMP:0114:LC:binary	10090	True	True
Q8BYM7	Q8VIG3	Rsph4a	Rsph1	38191553:0114:LC:binary|PDB_7DMP:0114:LC:binary	10090	True	True
Q8BYM7	Q99MH5	Rsph4a	Nme5	38191553:0114:LC:binary	10090	True	True
Q8BYM7	Q9D3X8	Rsph4a	Dydc2	38191553:0114:LC:binary	10090	True	True
Q8BYM7	Q9D9V4	Rsph4a	Rsph9	38191553:0114:LC:binary|PDB_7DMP:0114:LC:binary	10090	True	True
Q8BYM7	Q9DA80	Rsph4a	Rsph3b	38191553:0114:LC:binary	10090	True	True
Q8BYR2	Q8BYR2	Lats1	Lats1	27335147:0114:LC:binary	10090	True	True
Q8BZB3	Q8BZB3	Tmem266	Tmem266	35574701:0114:LC:binary	10090	True	True
Q8BZN6	Q8BZN6	Dock10	Dock10	36848820:0114:LC:binary	10090	True	True
Q8C031	Q8R4G0	Lrrc4c	Ntng1	17785411:0096:LC:binary|17785411:0107:LC:binary|26633812:0096:LC:binary	10090	True	False
Q8C0E2	Q8C0E2	Vps26b	Vps26b	20875039:0114:LC:binary	10090	True	True
Q8C0J2	Q8C0J2	Atg16l1	Atg16l1	12665549:0007:LC:binary|12665549:0018:LC:binary|18448665:0007:LC:binary|23262492:0096:LC:binary|32737358:0114:LC:binary|32960676:0114:LC:binary	10090	True	True
Q8C0J2	Q99J83	Atg16l1	Atg5	12665549:0007:LC:binary|12665549:0018:LC:binary|18448665:0007:LC:binary	10090	True	False
Q8C0J2	Q9ESK9	Atg16l1	Rb1cc1	23262492:0006:LC:binary|23262492:0096:LC:binary|23392225:0018:LC:binary	10090	True	False
Q8C1E7	Q8C1E7	Tmem120a	Tmem120a	34374644:0114:LC:binary	10090	True	True
Q8C1Q4	Q8C1Q4	Metrn	Metrn	PDB_7TL6:0114:LC:binary|PDB_7TLH:0114:LC:binary	10090	True	True
Q8C1Z7	Q9CWF6	Bbs4	Bbs2	22139371:0006:LC:binary|22139371:0029:LC:binary|22500027:0006:LC:binary	10090	True	False
Q8C4Q6	Q8C4Q6	Aida	Aida	PDB_2QZ5:0114:LC:binary	10090	True	True
Q8C4V4	Q9R194	Fbxl3	Cry2	17462724:0007:LC:binary|23452855:0007:LC:binary|23452856:0007:LC:binary	10090	True	False
Q8C4V4	Q9WTX6	Fbxl3	Cul1	23452855:0007:LC:binary|32937135:0090:LC:binary	10090	True	False
Q8C5G2	Q8C5G2	Vash2	Vash2	31324789:0114:LC:binary	10090	True	True
Q8C5S7	Q920F6	Rec8	Smc1b	24797474:0006:LC:binary|24797475:0006:LC:binary	10090	True	False
Q8C6B2	Q9QUI0	Rtkn	Rhoa	18448676:0096:LC:binary|20348415:0096:LC:binary|21029865:0096:LC:binary	10090	True	False
Q8C6E0	Q8C6E0	Cfap36	Cfap36	26455799:0114:LC:binary	10090	True	True
Q8C6E0	Q9WUL7	Cfap36	Arl3	26455799:0071:LC:binary|26455799:0096:LC:binary|26455799:0114:LC:binary	10090	True	True
Q8C6L5	Q8C6L5	Cgas	Cgas	23647843:0114:LC:binary|24332030:0114:LC:binary|24462292:0114:LC:binary|28902841:0114:LC:binary|32814054:0114:LC:binary|36593311:0114:LC:binary|38740774:0114:LC:binary|PDB_7UTT:0114:LC:binary|PDB_7UUX:0114:LC:binary|PDB_7UXW:0114:LC:binary|PDB_7UYQ:0114:LC:binary|PDB_7UYZ:0114:LC:binary|PDB_7UZR:0114:LC:binary|PDB_7V0C:0114:LC:binary|PDB_7V0R:0114:LC:binary|PDB_7V0W:0114:LC:binary|PDB_8ECC:0114:LC:binary	10090	True	True
Q8C6P8	Q8C6P8	Zfp57	Zfp57	24236546:0114:LC:binary	10090	True	True
Q8C7D2	Q8C7D2	Crbn	Crbn	25108355:0114:LC:binary|29358579:0114:LC:binary|PDB_4TZC:0114:LC:binary|PDB_4TZU:0114:LC:binary	10090	True	True
Q8C8U0	Q8C8U0	Ppfibp1	Ppfibp1	21855798:0114:LC:binary|37874676:0114:LC:binary	10090	True	True
Q8C9A2	Q8C9A2	Endov	Endov	31444105:0114:LC:binary	10090	True	True
Q8CBB9	Q8CBB9	Rsad2	Rsad2	28607080:0114:LC:binary|31917549:0114:LC:binary	10090	True	True
Q8CCI5	Q9CQJ4	Rybp	Rnf2	10369680:0006:LC:binary|22325148:0006:LC:binary|22325148:0007:LC:binary	10090	True	False
Q8CD10	Q8CD10	Micu2	Micu2	30755530:0114:LC:binary	10090	True	True
Q8CD54	Q8CD54	Piezo2	Piezo2	31435011:0114:LC:binary|31435011:2339:LC:binary	10090	True	True
Q8CDG1	Q99MV1	Piwil2	Tdrd1	19465913:0006:LC:binary|19465913:0007:LC:binary|19465913:0096:LC:binary|22996915:0114:LC:binary	10090	True	True
Q8CDJ3	Q8VD65	Atg14	Pik3r4	23332761:0006:LC:binary|24849286:0006:LC:binary	10090	True	False
Q8CDT5	Q9D439	Spmip11	Cfap53	37295417:0114:LC:binary	10090	True	True
Q8CDU5	Q920N1	Efhb	Cimap1a	37295417:0114:LC:binary	10090	True	True
Q8CDU5	Q9CQC3	Efhb	Cfap95	37295417:0114:LC:binary	10090	True	True
Q8CDU5	Q9D131	Efhb	Cfap68	37295417:0114:LC:binary	10090	True	True
Q8CDU5	Q9D439	Efhb	Cfap53	37295417:0114:LC:binary	10090	True	True
Q8CDU5	Q9D9D9	Efhb	Cfap141	37295417:0114:LC:binary	10090	True	True
Q8CDU5	Q9QXL8	Efhb	Nme7	37295417:0114:LC:binary	10090	True	True
Q8CF89	Q8CF89	Tab1	Tab1	24037507:0114:LC:binary	10090	True	True
Q8CFI0	Q9WU38	Nedd4l	Scnn1b	12424229:0047:LC:binary|15123669:0047:LC:binary|19380724:0007:LC:binary	10090	True	False
Q8CFI0	Q9WU39	Nedd4l	Scnn1g	12424229:0047:LC:binary|15123669:0047:LC:binary	10090	True	False
Q8CFN5	Q8CFN5	Mef2c	Mef2c	27427476:0114:LC:binary	10090	True	True
Q8CFR0	Q8CFR0	C1ql2	C1ql2	25752542:0114:LC:binary	10090	True	True
Q8CFZ4	Q8CFZ4	Gpc3	Gpc3	36240740:0114:LC:binary	10090	True	True
Q8CG47	Q8CG48	Smc4	Smc2	20139420:0114:LC:binary	10090	True	True
Q8CG72	Q8CG72	Adprs	Adprs	18323597:0114:LC:binary	10090	True	True
Q8CG73	Q8CG73	Rpgrip1l	Rpgrip1l	36915689:0114:LC:binary	10090	True	True
Q8CG76	Q8CG76	Akr7a2	Akr7a2	16460003:0114:LC:binary	10090	True	True
Q8CGF6	Q8CGF6	Wdr47	Wdr47	36351391:0114:LC:binary	10090	True	True
Q8CGK5	Q8CGK5	Ifnlr1	Ifnlr1	35271300:0114:LC:binary|36867534:0114:LC:binary	10090	True	True
Q8CGK7	Q8CGK7	Gnal	Gnal	38062020:0114:LC:binary	10090	True	True
Q8CGN5	Q9DBL9	Plin1	Abhd5	16679289:0096:LC:binary|21393244:0055:LC:binary	10090	True	False
Q8CGP4	Q8CGP4	H2ac1	H2ac1	26188507:0114:LC:binary	10090	True	True
Q8CGP6	Q9D2U9	H2ac12	H2bu2	PDB_2F8N:0114:LC:binary	10090	True	True
Q8CHP8	Q8CHP8	Pgp	Pgp	PDB_7PO7:0114:LC:binary|PDB_7POE:0114:LC:binary	10090	True	True
Q8CHT0	Q8CHT0	Aldh4a1	Aldh4a1	22516612:0114:LC:binary|22868767:0114:LC:binary|23928095:0114:LC:binary|34048122:0114:LC:binary	10090	True	True
Q8CIB5	Q8CIB5	Fermt2	Fermt2	28739949:0114:LC:binary	10090	True	True
Q8CIE6	Q9JIF7	Copa	Copb1	26160949:0114:LC:binary|28621666:0114:LC:binary	10090	True	True
Q8CIH5	Q8CIH5	Plcg2	Plcg2	PDB_2DX0:0114:LC:binary	10090	True	True
Q8CII9	Q9JIE6	Crlf2	Tslp	24632570:0065:LC:binary|24632570:0067:LC:binary|24632570:0071:LC:binary|24632570:0107:LC:binary|24632570:0114:LC:binary	10090	True	True
Q8CIX8	Q8CIX8	Lgsn	Lgsn	17161372:0114:LC:binary	10090	True	True
Q8CJ27	Q9WV86	Aspm	Katna1	28436967:0016:LC:binary|28436967:0028:LC:binary|28436967:0096:LC:binary|28436967:0114:LC:binary	10090	True	True
Q8CJ91	Q8CJ91	Cd209b	Cd209b	25450767:0114:LC:binary	10090	True	True
Q8CJH3	Q8CJH3	Plxnb1	Plxnb1	37088134:0114:LC:binary	10090	True	True
Q8HWE5	Q8HWE5	Mill2	Mill2	30337538:0114:LC:binary	10090	True	True
Q8JZL3	Q8JZL3	Thtpa	Thtpa	26221030:0114:LC:binary	10090	True	True
Q8JZM0	Q9DCJ7	Tfb1m	Aurkaip1	35676484:0114:LC:binary	10090	True	True
Q8JZM6	Q8JZM6	Tifab	Tifab	38442163:0114:LC:binary	10090	True	True
Q8K183	Q8K183	Pdxk	Pdxk	33318193:0114:LC:binary	10090	True	True
Q8K1B8	Q8K1B8	Fermt3	Fermt3	27974389:0114:LC:binary	10090	True	True
Q8K1M6	Q8K1M6	Dnm1l	Dnm1l	20585624:0018:LC:binary|24508339:0020:LC:binary|30914652:0006:LC:binary	10090	True	False
Q8K1S3	Q8K1S3	Unc5b	Unc5b	17139086:0114:LC:binary	10090	True	True
Q8K203	Q8K203	Neil3	Neil3	PDB_8B9N:0114:LC:binary	10090	True	True
Q8K209	Q8K209	Adgrg1	Adgrg1	27657451:0114:LC:binary	10090	True	True
Q8K214	Q9CQJ4	Scmh1	Rnf2	17296600:0096:LC:binary|18650381:0096:LC:binary	10090	True	False
Q8K299	Q8K299	Scara5	Scara5	32907880:0114:LC:binary	10090	True	True
Q8K2G4	Q9CWF6	Bbs7	Bbs2	22072986:0071:LC:binary|22139371:0006:LC:binary|22139371:0029:LC:binary|22500027:0006:LC:binary	10090	True	False
Q8K2Z2	Q8K2Z2	Prpf39	Prpf39	30949712:0114:LC:binary	10090	True	True
Q8K352	Q8K352	Sash3	Sash3	30631134:0114:LC:binary	10090	True	True
Q8K368	Q8K368	Fanci	Fanci	21764741:0114:LC:binary	10090	True	True
Q8K3F7	Q8K3F7	Tdh	Tdh	26492815:0114:LC:binary	10090	True	True
Q8K3I6	Q8K3I6	Il27	Il27	36261006:0114:LC:binary	10090	True	True
Q8K3J1	Q91VD9	Ndufs8	Ndufs1	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8K3J1	Q91WD5	Ndufs8	Ndufs2	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8K3J1	Q9CPP6	Ndufs8	Ndufa5	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8K3J1	Q9CQ91	Ndufs8	Ndufa3	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8K3J1	Q9CXZ1	Ndufs8	Ndufs4	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8K3J1	Q9DC69	Ndufs8	Ndufa9	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8K3J1	Q9DC70	Ndufs8	Ndufs7	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8K3J1	Q9DCT2	Ndufs8	Ndufs3	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8K3J1	Q9ERS2	Ndufs8	Ndufa13	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8K3J1	Q9Z1P6	Ndufs8	Ndufa7	29915388:0114:LC:binary|33067417:0114:LC:binary|33514727:0114:LC:binary|33990335:0114:LC:binary|35063503:0114:LC:binary|37531432:0114:LC:binary|38177503:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
Q8K3K8	Q8K3K8	Optn	Optn	29394115:0114:LC:binary	10090	True	True
Q8K3K8	Q9WUN2	Optn	Tbk1	20174559:0007:LC:binary|21862579:0415:LC:binary|27086836:0006:LC:binary	10090	True	False
Q8K3X6	Q8K3X6	Anks4b	Anks4b	26812017:0114:LC:binary	10090	True	True
Q8K3X6	Q99MZ6	Anks4b	Myo7b	26812017:0114:LC:binary	10090	True	True
Q8K3Y3	Q8K3Y3	Lin28a	Lin28a	22078496:0114:LC:binary	10090	True	True
Q8K409	Q8K409	Polb	Polb	36702010:0114:LC:binary	10090	True	True
Q8K424	Q8K424	Trpv3	Trpv3	24248473:0114:LC:binary|30127359:0114:LC:binary|31636415:0114:LC:binary|32572254:0114:LC:binary|34239124:0114:LC:binary|34472684:0114:LC:binary|35589741:0114:LC:binary	10090	True	True
Q8K479	Q8K480	C1qtnf5	Mfrp	16600989:0007:LC:binary|17122143:0006:LC:binary	10090	True	False
Q8K486	Q8K486			27782885:0114:LC:binary	10090	True	True
Q8K4J6	Q8K4J6	Mrtfa	Mrtfa	19008859:0114:LC:binary	10090	True	True
Q8K4Q0	Q9JLN9	Rptor	Mtor	16221682:0007:LC:binary|16760336:0007:LC:binary|17141160:0007:LC:binary|18426911:0007:LC:binary|18439900:0007:LC:binary|18505677:0007:LC:binary|18614546:0007:LC:binary|18664580:0006:LC:binary|18851840:0007:LC:binary|20801936:0006:LC:binary|20801936:0007:LC:binary|21045808:0006:LC:binary|21045808:0029:LC:binary|23966835:0006:LC:binary	10090	True	False
Q8K4Q8	Q8K4Q8	Colec12	Colec12	17420244:0114:LC:binary	10090	True	True
Q8K4V6	Q8K4V6	Pirb	Pirb	30674550:0114:LC:binary	10090	True	True
Q8K4Z3	Q8K4Z3	Naxe	Naxe	18202122:0114:LC:binary|22940582:0114:LC:binary	10090	True	True
Q8K595	Q8K595	Mcoln2	Mcoln2	34915027:0114:LC:binary	10090	True	True
Q8N7N6	Q9R0T8	Traf3ip2	Ikbke	21822257:0006:LC:binary|22851696:0415:LC:binary	10090	True	False
