551	222
2823	2823
2823	77
2823	2231
2823	2590
2823	2841
2823	687
2823	1591
3375	3375
1202	2871
3437	1223
3437	968
2871	2871
2871	113
2871	2107
667	667
667	2765
1155	813
272	1500
272	639
2426	113
2426	1681
3119	3119
3119	1139
3119	77
3119	1245
3119	2231
3119	78
3119	3215
3119	223
3119	2927
3196	3196
3118	3118
3492	3492
617	617
617	3432
1905	124
1264	652
20	2411
20	3551
20	879
20	991
20	2367
20	1915
20	3113
20	1925
20	1520
20	853
20	2479
20	2717
20	3401
3256	3076
3446	1245
3446	2231
834	834
834	1849
1109	1109
225	2695
225	2510
225	1154
225	639
1423	1423
2227	2227
3006	3006
3006	1045
3006	2631
3298	1332
1889	1945
2852	2521
284	2896
284	3025
284	813
284	3366
1994	1994
3173	3173
1021	487
1021	1500
1021	2695
1021	639
67	956
1491	1491
335	1205
335	2569
335	1535
335	1691
335	1314
335	2928
1603	1603
2857	813
848	821
3221	1465
3221	3004
3221	3032
1715	2958
166	166
2887	2887
2990	2990
2990	1124
2990	1686
3092	3092
796	796
796	564
263	3025
429	429
429	183
429	2747
429	2317
429	571
429	469
642	642
642	183
642	2317
642	571
487	2695
487	2510
487	639
1139	77
1139	2231
1139	2927
1906	2896
1906	3025
1906	813
1906	3366
1500	639
822	822
3329	3329
3329	1759
2460	1656
2611	2611
2326	182
1692	1692
1692	1149
1692	2444
1692	3232
2917	1203
2917	3328
2299	1517
2299	1370
1149	1149
1149	4
1149	962
1149	2176
626	2521
2695	2510
2695	1154
1498	1498
1498	1898
2896	2896
2896	1611
2896	3165
2896	2320
2896	1069
2896	2652
2896	485
2896	713
2896	191
2896	887
2896	3307
2896	2484
2896	1903
2896	2832
2896	2996
2896	2369
2896	1136
2896	147
2896	2468
2896	1943
2896	1401
2896	1987
2896	1589
2896	229
2896	811
2896	2727
2896	1416
2896	184
2896	1389
2896	447
2896	849
2896	510
2896	1150
2896	2767
2896	3025
2896	1822
2896	293
2896	3240
2896	458
2896	813
2896	793
2896	1583
2896	2757
2896	440
2896	1193
2896	1914
2896	1204
2896	1544
2896	1587
2896	2670
2896	2161
2896	3560
2896	2942
2896	877
2896	1595
2896	1273
2896	1220
2896	3302
2896	1990
2896	828
2896	2580
2896	3366
2896	1639
2896	1046
2896	2614
2896	1964
2896	3397
2896	1251
2896	2807
1608	1608
1608	2747
2527	2527
2659	2659
2659	77
2659	1205
2659	503
2659	1691
2659	1314
2659	687
2659	2864
2659	169
2659	2782
2659	306
2659	1876
2535	2535
2535	113
2535	181
2535	334
3237	2765
2357	2357
2549	141
370	370
1611	1611
2396	2396
858	858
140	3319
588	2334
572	572
2617	2617
2617	501
2463	2463
1363	3096
3130	1179
60	60
60	2183
60	2836
60	2416
3441	3164
1040	2096
1040	1410
3253	3253
3362	1501
2501	2501
2501	25
2501	2335
95	95
224	224
3419	3419
3419	2402
3419	3132
3419	2248
3419	1735
3419	921
3419	3364
3419	3364
2596	743
645	765
645	765
773	773
2217	2217
2217	1020
2217	2228
2217	2268
1455	3111
2139	2139
2471	3512
2471	2132
632	632
2950	2950
1560	2383
2875	1875
2863	2863
2863	84
2863	1112
2863	100
2863	1727
2863	2360
2863	3093
2863	610
2863	2327
3195	63
1828	3100
1828	63
1828	2205
1828	649
1828	2245
1828	2742
1828	719
1828	1899
1828	2225
1828	536
1828	2388
2046	2023
1624	2379
273	2282
273	2790
273	1062
273	904
273	1612
273	1374
273	2423
273	2150
273	466
273	2459
273	316
273	2814
1445	1445
3051	3038
3012	2361
1126	1126
805	1349
805	336
805	1516
805	331
805	2233
805	646
805	3554
1743	887
1743	3307
1969	813
180	1959
180	2762
2142	2142
76	55
1492	1492
1492	2415
1492	2756
1492	3356
1501	1501
1501	1436
1501	1436
1315	1315
3189	3189
1436	1436
1436	308
1436	390
1436	2516
2477	2477
2472	2472
167	167
595	595
2735	813
3552	3552
3552	2183
3552	2416
3552	3552
3552	2183
1645	1645
2153	2153
136	1517
136	1875
1312	2076
2837	55
1133	3461
1133	2317
1133	1538
911	790
1338	1465
1338	843
1179	1179
1179	1176
1179	3019
1179	1614
1179	1184
1179	3457
1179	2247
1179	988
1179	1762
3324	3324
2095	2095
2417	643
2715	1718
2715	2668
1077	1070
1077	1244
1077	2065
1077	168
1077	1303
1077	2575
1077	2362
1077	815
1077	3304
1077	2919
357	357
1851	1851
1851	1634
2071	677
2071	3194
2071	2657
2071	1640
2071	2794
2071	3004
2071	3528
3497	3153
1406	1640
1406	2794
1406	119
1406	3528
1406	2729
1956	1092
1956	1111
1956	1706
1956	222
1956	1353
1956	1772
1048	3360
2297	2297
2297	2588
725	725
84	100
84	1440
84	221
84	2360
84	1165
84	3080
84	3093
2184	2184
2184	2559
1171	1171
1171	2402
1171	3132
1171	159
1171	921
1171	2912
501	501
528	360
1986	1986
2031	2031
2031	2681
1974	368
2026	2026
2026	2924
2922	2238
2218	1858
2218	266
1027	1663
660	2374
116	1965
116	3361
116	3539
1582	1704
1582	2521
2402	2402
2402	3132
2402	2296
2402	159
2402	921
2402	3364
1675	55
1917	63
1857	1857
522	2152
522	1514
1576	1576
3354	365
3354	1933
3354	3124
978	1656
978	2898
2749	2255
432	432
1594	55
452	452
3448	517
3448	577
3448	2233
3448	2854
3524	199
884	1433
884	2082
884	925
1112	3093
1112	886
1112	1379
1112	2327
2354	2354
2566	2566
1166	558
3343	2458
3343	2666
3496	3052
3496	627
2464	2684
1344	652
1344	1895
1344	1410
1344	1735
1810	1810
3510	3510
1628	63
2415	3356
1833	1833
1833	2682
1833	3055
1833	1242
1833	1861
1577	1440
1577	221
1577	2360
1577	3433
1577	1165
1577	3080
1577	610
2318	698
3182	412
3182	1045
1656	1430
1656	985
1656	2179
2086	2162
1377	1377
1377	2653
624	1332
3136	3137
407	407
407	899
407	1409
407	1791
407	2161
3211	3211
2104	2104
2104	633
741	741
3223	2469
2558	3025
2266	3008
2266	1693
2266	328
2266	1877
2266	1926
2266	2039
2266	290
698	2957
2387	2387
2387	1960
2387	1618
2571	2571
2571	1960
2571	1618
2430	2430
3490	3241
3269	3269
103	103
103	2211
103	2211
1029	2211
2089	2089
2089	231
2089	1173
3008	3008
3008	55
3008	1693
3008	2334
3008	2516
3008	1877
3008	236
3008	1926
3008	1108
3008	290
605	3276
139	139
2536	3457
1176	1213
414	2742
759	759
759	1965
759	144
759	91
759	1390
759	2147
1069	1069
1069	813
2079	2591
2705	2705
3429	3164
413	2690
413	2228
413	584
2215	2561
1279	55
1812	1812
1812	2648
157	157
1515	1249
1471	1471
786	786
967	967
1497	55
2644	1016
2014	55
2014	443
2014	1949
3559	3559
1750	3095
1750	855
453	2205
453	1483
3131	3131
693	693
864	2935
899	899
704	704
2262	2262
1716	1716
1900	265
138	138
6	365
3098	634
2199	2199
2199	2370
2199	1531
2199	2894
3143	3461
3143	3544
2562	2562
2562	1059
2562	3410
2562	2763
2562	1732
2562	544
2562	3036
2562	3525
2562	427
1710	1710
3246	824
3246	1059
3246	1707
3246	2040
3246	1250
3246	192
3246	3274
3246	3535
3246	2172
3246	310
3246	3190
3246	3295
3246	3410
3246	888
3246	1732
824	1059
824	1707
824	2040
824	192
824	3274
824	3190
824	3295
824	888
1059	1250
1059	192
1059	3535
1059	2172
1059	310
1059	3190
1059	3410
1059	1732
1059	2067
1059	544
1059	427
2255	2255
2255	931
2255	2179
795	3502
2351	2351
2351	3220
2351	873
3220	873
38	2745
38	3515
38	189
38	2681
38	872
1697	1945
873	873
873	1657
827	1223
827	267
827	2108
2325	2935
2325	2506
2325	108
2325	2061
3424	2306
1780	1054
1476	1476
1476	735
1476	1223
1476	3319
1476	880
1476	2810
1476	1004
2605	2605
2605	113
2605	181
2605	1681
2605	334
2605	1278
2605	2107
1568	1568
113	113
113	2732
113	2548
181	181
1681	1681
334	334
2034	2034
2034	3289
2034	1061
735	735
735	1278
735	3250
735	1223
735	3319
735	482
735	2810
735	280
735	1002
735	1417
735	1004
735	1619
735	203
735	1032
735	32
1278	1278
1278	482
1278	3353
1278	1688
1278	476
3250	203
3250	431
1223	1223
1223	2810
1223	274
1223	1102
1223	195
1223	968
1223	2664
1223	1918
3319	3319
3319	215
3319	1722
3319	2862
3319	3405
3319	203
3319	1665
3319	2972
3319	1563
3436	3436
3436	1000
3399	3399
3399	1696
1696	1696
1465	1465
1465	843
1465	108
1465	2334
1465	1714
247	895
247	754
247	1746
247	3148
895	1746
1070	1244
1070	2065
1070	1619
1070	168
1070	1303
1070	2575
1070	1612
1070	3207
1070	1226
1070	2363
1070	2448
1070	815
1070	3304
1070	2919
2282	1244
2282	2693
2282	2790
2282	1062
2282	2065
2282	1612
2282	1374
2282	2362
2282	2423
2282	466
2282	2067
2282	2081
2282	815
1244	2693
1244	2065
1244	1612
1244	1374
1244	2362
1244	3207
1244	1226
1244	2363
1244	2448
1244	2555
1244	3304
2693	1062
2693	2065
2693	1612
2693	2362
2790	1062
2790	1707
2790	1612
2790	1374
2790	2423
2790	2150
2790	466
2790	2459
2790	316
2790	2081
2790	815
2790	2814
1062	2172
1062	904
1062	1612
1062	1291
1062	2150
1062	466
1062	2459
1062	2485
1062	1340
1062	468
1062	316
1062	2081
1062	2814
2065	1374
2065	2362
2065	3207
2065	466
2065	1226
2065	2363
2065	3304
513	513
732	732
1597	1945
1123	1123
883	965
883	1159
883	2028
267	267
267	2108
267	2235
267	2560
2690	2447
2690	3169
894	894
3263	709
1902	1902
2434	1216
2041	2041
2041	1965
2041	1209
2041	2987
4	4
4	102
4	352
4	1954
4	1197
4	257
2651	2651
77	77
77	2231
77	1399
77	1205
77	1345
77	1381
77	708
77	78
77	503
77	3369
77	3094
77	2590
77	1535
77	3215
77	1691
77	223
77	511
77	1285
77	233
77	2841
77	3489
77	1405
77	669
77	2319
77	3078
77	687
77	2864
77	169
77	1591
77	673
77	1814
77	738
77	981
77	2927
77	1140
77	306
77	2928
77	2465
77	2336
77	1767
77	1876
77	1802
498	498
1227	1227
1227	713
1227	3125
1227	1878
1227	3330
1227	3117
1227	2882
1227	425
677	3222
677	343
677	2987
3126	2136
2243	228
2243	785
2745	903
2745	2769
2745	249
2745	2213
2745	179
2745	1152
2745	2681
2745	156
2428	2280
2428	3309
880	94
880	1770
880	1572
482	476
2108	2108
3000	3512
3000	3206
914	914
1592	1592
2168	2168
3316	3316
903	903
903	1693
903	3004
1946	1946
1946	356
2620	63
2620	108
3532	3532
3532	3194
2491	2491
3334	2935
2526	2526
2526	270
2963	2963
1307	545
1307	2739
1307	1723
1307	933
1075	3278
1075	2515
2023	2023
2023	2010
2533	2533
3555	3555
3555	1878
2066	58
1177	1117
438	438
2037	2473
2037	2205
2037	3004
2037	2979
3526	813
3365	2083
3365	2488
1044	1044
3320	1673
2331	2162
1348	2162
2707	2707
374	558
374	3224
680	1120
592	592
149	219
149	1045
3194	2114
2876	2162
2876	1673
2750	2162
2750	1673
3357	3357
502	502
502	3457
1311	1311
1919	1919
752	752
2481	2481
1757	1757
2698	2698
55	55
55	3462
55	3341
55	952
55	601
55	3216
55	1336
55	2422
55	207
55	1208
55	1103
55	3548
55	1961
55	259
55	3484
55	3056
55	2831
55	196
55	993
55	2414
55	844
55	242
55	1644
55	2630
55	236
55	2770
55	2039
55	2182
55	2047
55	1107
55	2737
55	106
55	1721
55	1942
55	443
55	283
55	3218
55	1633
55	2956
55	298
55	969
55	2529
55	1872
55	321
55	3065
55	1248
55	1108
55	1550
55	1949
55	1014
55	3312
55	378
55	585
55	2076
55	2164
55	1579
55	1076
55	2599
55	1466
55	3018
1707	2423
1707	466
1707	815
1707	2814
2160	2160
3172	3172
2850	2850
2850	396
2850	1764
2510	1939
1684	1684
1684	2920
1684	2920
1684	2567
1684	563
1684	2461
1950	813
1293	279
1293	3004
566	566
1965	2205
1965	26
1965	3004
1965	1655
1965	1826
754	2275
3505	3505
3042	3042
1453	1453
2769	3004
2070	2070
519	519
1667	1667
2188	2188
2188	956
2188	3004
2100	1159
2209	2043
2209	104
2323	1901
2323	1323
2323	776
2323	2192
2323	3048
3512	3512
3512	2132
3512	3278
3512	2311
2827	778
2827	3440
2827	2616
2827	2401
280	280
1002	1002
2652	2652
2652	2832
2652	447
2652	813
1330	1330
1785	1785
3289	1061
3289	2920
1209	1209
1209	568
1209	2828
1209	637
1209	1623
1209	1169
1209	2722
102	102
2040	192
2040	3274
2040	888
2290	1036
783	783
783	813
2007	1322
2007	2700
2007	2207
2007	318
2007	2201
2007	304
1752	891
2959	1300
2959	3217
2959	2861
2959	17
2959	162
659	870
659	260
707	707
366	366
1843	1843
1843	719
2016	336
2016	976
2016	1322
2016	2854
2016	589
2016	304
2016	174
2246	187
2246	478
2246	2074
2246	1789
2246	3303
2246	3438
1349	336
1349	577
1349	1516
1349	2233
1349	174
2824	898
2824	557
